Input Sample,Endothelial,Neuron,Astrocyte,Pre Oligo,New Oligo,Mye-Oligo,Microglia,P-value,Pearson Correlation,RMSE
SRR5629550,0.06529650851127644,0.5693149627837624,0.1361417430313586,0.21517784335471812,0.014068942318884503,0,0,0,0.27778660916769815,1.0025400118198735
SRR5629551,0.025533729683769837,0.7211960627816584,0.10429462131963071,0.1331222962887861,0.015853289926154975,0,0,0,0.39919738885742284,0.955147505978706
SRR5629552,0.0716549971464322,0.41199669986723203,0.18698765727310893,0.3037625388060228,0.025598106907204106,0,0,0,0.2857707991319245,0.9821697470744362
SRR5629553,0.07790166239894046,0.5838634909349181,0.15041354959059164,0.17678648498441815,0.011034812091131618,0,0,0,0.2828267161054303,1.0031403730975814
SRR5629554,0.04094544284126683,0.6486136348818664,0.13342533067043208,0.17264660882603527,0.004368982780399413,0,0,0,0.2907991489139555,1.0120668785646545
SRR5629555,0.01805879774359743,0.6438880977129325,0.12871549937326626,0.1845152183007685,0.024822386869435265,0,0,0,0.3466915627877359,0.97643655713303
SRR5629556,0.04323178997740519,0.5643555740304548,0.13709006125118323,0.2405060610502911,0.014816513690665662,0,0,0,0.2743184547886694,1.0048403302303301
SRR5629557,0.050622516307165646,0.6058470948969145,0.13142852937385574,0.18951849434908,0.02258336507298427,0,0,0,0.31923613498711567,0.9851525830309373
SRR5629558,0.03845347075247073,0.5334929371725919,0.1518039031881326,0.24825601759319166,0.02799367129361298,0,0,0,0.2970588933808085,0.9884383750465726
SRR5629559,0.06444828423521734,0.5023775651748814,0.17614671244812694,0.24883494379653873,0.008192494345235649,0,0,0,0.30222070554488223,0.9827871812511635
SRR5629560,0.08625667192408151,0.5105117205330163,0.15329111727279215,0.24516847783949305,0.004772012430616933,0,0,0,0.28457334808905754,0.9902758090928038
SRR5629564,0.03487605947677478,0.44007564782161246,0.2178836784796209,0.029142095848536942,0.054255183598493656,0.20426599848163007,0.019501336293331235,0,0.57353411791325,0.8192572874210649
SRR5629565,0.03258865882417396,0.32432834509870045,0.2632942427240834,0.039520374213403514,0.0532417531763803,0.2653905308712304,0.021636095092028084,0,0.6038148940733589,0.7971485054562312
SRR5629566,0.014067327925033497,0.21201070492467863,0.26563861960392104,0.035536753636501675,0.040661298270841716,0.41313694092612624,0.018948354712897113,0,0.7418511028609485,0.6704573358348291
SRR5629561,0.0631069635659875,0.4579283108807087,0.22707018970384085,0.10126408214660645,0.03994718706437847,0.09300433357729466,0.01767893306118344,0,0.4323921822528703,0.9085322441014011
SRR5629562,0.03304532465119174,0.6015052196120406,0.17603036841935318,0.04063515763142522,0.01892506525802526,0.1108010561314076,0.019057808296556303,0,0.43414402078651526,0.9177838242646049
SRR5629563,0.03414340221605207,0.3824268831942717,0.2145750888361121,0.03210516998227935,0.049662176925032823,0.2729523557891247,0.01413492305712734,0,0.6210841334813063,0.7834059389848358
SRR5629567,0.11127481916619554,0.5190573892544628,0.09396741074249101,0.16426983566889422,0.11143054516795647,0,0,0,0.396985711852368,0.9262667900851796
SRR5629568,0.13418794664071454,0.46364307304676694,0.11652905983927403,0.18276515802295112,0.10287476245029341,0,0,0,0.4028485333826585,0.9191924894762004
