"","Neurons","OPC","Astrocytes","Oligodendrocytes","Microglia","Endothelial"
"ENSG00000170961.6",-0.552132228820956,0.354821895905836,-0.597642230417122,-0.569604877979118,-0.53623360402918,-0.630969813962024
"ENSG00000197299.10",-0.404712057814389,0.420818333455161,-0.594556622101235,-0.555019011279355,-0.558452754259499,-0.582481535958005
"ENSG00000117501.14",-0.5708318575775,0.11705444468469,-0.597642230417122,-0.587599886798673,-0.563399642755061,-0.619859015237851
"ENSG00000259048.1",-0.540301605636568,0.0520499928497638,-0.594782390654223,-0.495811856700313,-0.56339964275506,-0.630969813962024
"ENSG00000273837.1",-0.587721668871508,-0.0716175018593579,-0.597642230417122,-0.582191322141776,-0.402422278322521,-0.630969813962024
"ENSG00000226758.1",-0.576331388164714,-0.0812418676567155,-0.597642230417122,-0.581012474648358,-0.537488936829631,-0.630969813962024
"ENSG00000226869.6",-0.536766017505393,-0.0577274844905353,-0.596417549687546,-0.583345260104131,-0.56339964275506,-0.630969813962024
"ENSG00000166573.5",-0.550308595337295,-0.109161782024273,-0.596537256761211,-0.564703835155076,-0.509909047933069,-0.630969813962024
"ENSG00000186193.8",-0.561853140383605,-0.128841684095587,-0.596891958666613,-0.472148938897484,-0.56339964275506,-0.630969813962024
"ENSG00000163915.7",-0.583677960820867,-0.183412587740423,-0.597642230417121,-0.591832505263609,-0.56339964275506,-0.630969813962024
"ENSG00000104611.11",-0.542171751228968,-0.174763079307608,-0.586034181644036,-0.584062851600299,-0.563399642755061,-0.630969813962024
"ENSG00000091128.12",-0.538052212816337,-0.178450046144808,-0.597642230417122,-0.570896825894887,-0.56339964275506,-0.630969813962024
"ENSG00000171885.13",-0.235144182216851,-0.658761273434321,2.1304336200101,-0.418707868497955,-0.451029701443663,-0.592065756561795
"ENSG00000164089.8",-0.41762845811044,-0.726438601244721,2.03377385200181,-0.523517414009714,-0.452871961596013,-0.351333780705858
"ENSG00000152661.7",-0.281771252041458,-0.73566817708461,2.10664408297077,-0.410109686693206,-0.546919459675899,0.137737218798965
"ENSG00000110436.11",0.309943236318976,0.944170008836485,2.51279823958267,-0.250308209074243,-0.268227029992323,-0.207354471548073
"ENSG00000117525.13",-0.307580697666173,0.320538305492777,2.10694061993755,-0.494263901188694,-0.519110884439136,0.898868901572868
"ENSG00000018625.14",-0.202657108969074,0.559185350916145,2.12319574963239,-0.432243209247485,-0.501633780294173,1.23714015284304
"ENSG00000079215.13",-0.140745323877943,0.863043900740319,2.34275133749133,0.460463042646845,1.27303282475904,0.255981136904233
"ENSG00000135744.7",-0.328987505650302,-0.568958659946238,1.66298484045474,-0.454264176206705,-0.452170746383251,-0.18147712421399
"ENSG00000105854.12",-0.156524250006073,1.37752028647361,2.24034045847168,1.054815815132,-0.0605190154445241,0.50338641086021
"ENSG00000138696.10",-0.366983904258017,-0.730223817184533,1.51344913889239,-0.501958478802521,-0.552800767824739,-0.563573342068321
"ENSG00000092820.17",-0.3175612719575,-0.382614380640973,1.68519577648335,-0.466453166505972,0.304936837388044,0.303803174907626
"ENSG00000139155.8",-0.419219041230992,-0.73566817708461,1.45944447951419,-0.546581376623728,-0.434550623762207,-0.33930410919867
"ENSG00000164199.15",-0.411893099461783,-0.734093540712789,1.38854796817,-0.52037172138457,-0.553716597249485,-0.623194652342961
"ENSG00000152583.12",1.39754794151038,1.85179540830964,2.76661032893174,0.0609894047319448,0.0037640560057924,1.72964538945683
"ENSG00000153904.18",0.151936348215899,0.766424837063287,1.74130225749916,-0.356429700701761,-0.363229848379965,-0.128357104124512
"ENSG00000121742.16",-0.396690621982691,-0.73566817708461,1.20788079960891,-0.589911385884795,-0.545301669888578,-0.54563700511147
"ENSG00000134873.9",-0.215034536367924,-0.139695552717421,1.37561244076886,-0.557951403324706,-0.488353607769193,-0.569579285119191
"ENSG00000164188.8",-0.430464354324795,-0.707118187577343,1.27809952953056,-0.570487528350087,-0.563399642755059,0.131630678921669
"ENSG00000136160.14",-0.371763398299837,-0.47521509451657,1.25877491370163,-0.496837739973056,-0.472470336565317,-0.544988905633624
"ENSG00000125148.6",-0.213454363735708,-0.354263397485898,1.5690432616656,0.0274885143207012,-0.18629979353741,0.913567772357282
"ENSG00000079691.17",0.23928401569949,-0.548301318231166,1.54766900101379,-0.523614073832983,-0.563399642755059,-0.450512148294532
"ENSG00000279400.1",-0.505554254104483,-0.436896566820521,1.22984481665998,-0.27303273645719,-0.332899014777889,-0.502102474825382
"ENSG00000170075.8",-0.375974139357217,-0.266912872019468,1.29573910462214,-0.191368775019346,-0.381919357713823,-0.553576693108829
"ENSG00000148672.8",0.244510979244031,0.520032785792332,1.82770103526003,0.270773492368637,-0.1303422450936,0.00935755401848656
"ENSG00000274441.1",-0.517546916000506,-0.398417291006243,1.17365924383027,-0.495124699946514,-0.116589839442792,-0.630969813962024
"ENSG00000123560.13",0.0333226220737992,1.53830874783309,-0.286142644349021,3.07404905501805,0.338681223127775,0.472604865924684
"ENSG00000136541.14",-0.478431400357397,-0.524377636018962,-0.453062344167999,1.91077069542894,-0.129490919546131,-0.173245840713154
"ENSG00000164124.10",-0.235005265020026,0.0414240495493904,-0.0180598625426954,1.96372909841642,0.170950205409098,-0.196341809479455
"ENSG00000197430.10",-0.463299479032061,-0.206022279242017,-0.539413575194035,1.6432182153638,-0.242375043524758,-0.241641670236929
"ENSG00000150867.13",0.272686689708832,1.98843478530302,0.458486420079207,2.4325031714103,0.405765867614612,0.148540532782204
"ENSG00000118785.13",-0.293246747615209,1.33191594211917,-0.415959828055317,2.01703284122189,2.34025844277029,-0.261123198041155
"ENSG00000091513.14",-0.388271088590554,-0.224141102146102,-0.435017792878469,1.67752728824509,-0.313146168502574,-0.15260031015099
"ENSG00000129538.13",-0.423366561874893,-0.515459001830502,-0.565241636471119,1.66524775707543,-0.206229020198698,0.708507034359583
"ENSG00000204655.11",-0.509502948069424,-0.465950747034954,-0.55360836432646,1.5384343692625,-0.356569504836181,-0.212401368367756
"ENSG00000174607.10",-0.494734611322464,-0.136967069196637,-0.514466549832621,1.56501047767583,-0.35918470734891,-0.327016449746279
"ENSG00000013297.10",-0.30793511673763,-0.0871667654842135,-0.527309891186904,1.60792086977362,-0.230260877678945,-0.132032395757325
"ENSG00000080822.16",0.305917952612999,1.13311866915772,-0.0142802938594104,2.19965162139924,0.272218135118719,0.804527349490368
"ENSG00000237949.1",-0.251486020763152,-0.0574188358413888,-0.0390659989265966,1.75285933618018,-0.333251512517646,-0.0401951592748621
"ENSG00000136960.12",-0.226559742830113,-0.279481861047416,-0.499423021009157,1.64466601663375,-0.251311641064035,0.0439438924109937
"ENSG00000150656.14",-0.486535688665563,-0.441323232530047,-0.44264025986798,1.4226126789091,-0.333545469581573,-0.310247092430673
"ENSG00000189058.8",-0.160522251502705,1.83223671090985,-0.514226781845686,1.82420421034424,0.119221495823788,0.994852340827059
"ENSG00000126860.11",-0.145862617601232,0.0740176753370289,-0.416352298990723,1.62078757117749,0.789066015354544,-0.399042140093694
"ENSG00000139737.21",-0.140156076525179,0.486399278577741,-0.31295801483431,1.61765418528132,-0.176378000987339,-0.381334433590443
"ENSG00000099194.5",-0.11849715776982,0.861369294013199,0.836897353533446,1.9676925702436,0.402697044674894,0.0268623559990222
"ENSG00000173786.16",0.349305898322898,0.327156160497506,0.381952333115784,2.01335973549874,0.250133688338409,0.155276326886775
"ENSG00000010278.12",-0.393124238147144,0.228720944241346,-0.345848418927923,1.45097917744632,-0.115553852393475,0.505536944554615
"ENSG00000151552.11",0.494241195574182,0.0109970908534297,-0.249050233267364,1.80712592351228,-0.0934763582761945,-0.222986733117451
"ENSG00000065809.13",-0.462156722404989,-0.416569487535239,-0.526716539041736,1.23224740861914,-0.0718213875306896,-0.0641803250938315
"ENSG00000070214.15",0.244538551169647,0.242800954243567,0.295447288549131,1.78321288805979,0.0458185837635285,0.174571410906676
"ENSG00000011426.10",-0.436365693121772,-0.494733008994165,-0.506058022221721,1.10640870991338,-0.306262600856098,-0.323658218819146
"ENSG00000204287.13",-0.460583469724051,0.983058270234167,-0.520201879775557,-0.528988172568889,2.40510973524638,-0.382275186948747
"ENSG00000275302.1",-0.518481129616102,0.116046861632372,-0.296128659771909,-0.568498592005901,1.9062394594043,-0.625772650348529
"ENSG00000276085.1",-0.480224717608215,-0.163985731628415,-0.510856215920168,-0.591832505263609,1.8156679862334,-0.572174028226233
"ENSG00000173391.8",-0.53340573516113,0.255720332111534,-0.595642556480765,-0.589451879533162,1.76020380963583,-0.630969813962024
"ENSG00000122862.4",-0.511261005445801,0.440220105658234,-0.509901967381594,-0.548629015779837,1.8892191479843,0.868380025006707
"ENSG00000019582.14",-0.492575162982442,-0.00836625043832984,-0.541685678451502,-0.568661778463773,1.80541743862097,0.232040843767467
"ENSG00000169508.6",-0.429707207573467,0.501383852984762,-0.429193076002031,-0.537985953593135,1.80177551014679,-0.630969813962024
"ENSG00000276070.4",-0.516648888548796,0.032553899831534,-0.382913303781295,-0.585825231283983,1.713118959899,-0.445321012696779
"ENSG00000204472.12",-0.557405271014699,-0.0987096702312704,-0.58586850540787,-0.553403077523371,1.49549325103505,-0.565051896182119
"ENSG00000143119.12",-0.514882098525194,-0.277711784742596,-0.566037570394973,-0.558687577602223,1.49231452982019,-0.630969813962024
"ENSG00000115956.9",-0.539603566266874,0.246154785555464,-0.546141901180579,-0.580015785728015,1.45004054522931,-0.610166012795936
"ENSG00000277632.1",-0.529413115911089,-0.464492577939179,-0.49062474410654,-0.539653504275129,1.36673136355953,-0.630969813962024
"ENSG00000112149.9",-0.424781787490307,0.31175653757619,-0.285724726850104,-0.556691267018588,1.48813390533291,0.176168776414135
"ENSG00000125538.11",-0.568065091878788,-0.0374294247543319,-0.587260436408226,-0.579537852548298,1.29669191337568,-0.630969813962024
"ENSG00000171860.4",-0.576350657674343,0.212721990185043,-0.597642230417121,-0.572061981921711,1.35394165949999,-0.607343892000136
"ENSG00000090104.11",-0.541429039472669,0.669492431341058,-0.585353431017031,-0.541389573079648,1.34633970562545,-0.630969813962024
"ENSG00000132965.9",-0.524239451037496,0.165779945021153,-0.594252574726121,-0.570330385307551,1.36258514228839,-0.630969813962024
"ENSG00000175899.14",-0.373083631564814,0.183771608762423,-0.446619028605679,-0.462482215433135,1.49918631756809,1.01393101223329
"ENSG00000162511.7",-0.518006483942809,-0.101164288914134,-0.588335224907262,-0.443482021096384,1.2767327201658,-0.630969813962024
"ENSG00000196126.10",-0.520777135635714,-0.117223854686134,-0.597642230417122,-0.544001214678342,1.26191936386367,-0.462447982216355
"ENSG00000231389.7",-0.456048952968096,-0.268261124646385,-0.597642230417122,-0.581525375775055,1.2242646029399,-0.572683722808708
"ENSG00000140678.16",-0.537648298104421,-0.302815070486252,-0.57431807574749,-0.587724090464939,1.12786450573302,-0.622743083783682
"ENSG00000172243.17",-0.558673547122394,0.138611037950381,-0.591575391014773,-0.565566279097095,1.10446155031332,-0.623817005608287
"ENSG00000038945.14",-0.498417017719907,-0.00181936638955501,-0.565708688625891,-0.583002458797984,1.1225649053761,-0.599359763376861
"ENSG00000169313.9",-0.529827548301655,0.17832974802517,-0.483502574149871,-0.49985953960969,1.18100887425544,-0.630969813962024
"ENSG00000185885.15",-0.549429696462162,-0.73566817708461,-0.556738825249607,-0.591832505263609,-0.563399642755059,2.1347481715296
"ENSG00000142089.15",-0.432574659984878,-0.551784175917889,0.92136428346775,-0.588323839837416,-0.404160139064625,2.12255831458134
"ENSG00000178878.12",-0.54605119552931,-0.709148682946944,-0.556972444410085,-0.56398574131003,-0.558561470814297,1.50324749174233
"ENSG00000136826.14",-0.467954206267289,0.695846541116151,0.113126953360243,0.0179316074247176,-0.185052775332843,1.77355842067291
"ENSG00000100234.11",-0.0916056652680934,0.264213108799767,1.10953722692066,-0.559302283899537,-0.347832780585397,1.99049191640237
"ENSG00000100097.11",0.148328152317761,-0.685686176553223,0.367189387021932,-0.505896667219982,-0.349632896655556,1.7352299126047
"ENSG00000128016.5",-0.454552672603366,-0.0406675551005674,0.378352599891281,-0.0174080989702976,0.360275478111319,1.52800165866192
"ENSG00000113140.10",-0.377080230860092,-0.0371773441787435,-0.542314272237663,0.231345272334962,-0.56339964275506,1.24785605604857
"ENSG00000026025.14",-0.454653069666451,-0.73566817708461,0.380671486710896,-0.571771598491408,-0.494594856437726,1.25251057513568
"ENSG00000163132.6",-0.535166204618222,-0.418645032344604,-0.343894156426323,-0.496235234139632,-0.40968171565608,1.07548045453559
"ENSG00000169908.11",-0.561045714413729,-0.59241125410988,-0.597642230417122,-0.591832505263609,-0.56339964275506,0.870267425409803
"ENSG00000221869.4",-0.47247758648065,-0.542998053951915,-0.202919810124878,-0.566234113796525,-0.306208632610747,1.04877620183907
"ENSG00000197019.4",-0.498832700841913,-0.625645909667088,-0.340880229999358,-0.314045293148635,-0.125142832455159,1.0163499518251
"ENSG00000135046.13",-0.51579902270244,-0.73566817708461,-0.596715570146254,-0.574135513111456,-0.56339964275506,0.841095484093126
"ENSG00000182718.16",-0.459998103299642,-0.532185620200794,-0.575167015545458,-0.49676214550537,-0.452360327317498,0.853418713284956
"ENSG00000168899.4",-0.560638702674286,-0.700551443510277,-0.28534658712129,-0.569891035764784,-0.415208283972637,0.851697774119359
"ENSG00000124762.13",-0.385082737747299,-0.582764140862085,-0.572961726176051,-0.478700233093297,0.283061100701961,0.89482655277842
"ENSG00000185201.16",-0.535116411745272,-0.720840420079344,-0.0968773984978692,-0.591832505263609,-0.215927969307915,0.870484312849386
"ENSG00000177469.12",-0.54370423298606,-0.724270278824171,-0.595554776347127,-0.334060044564072,-0.538595084023695,0.765607180390309
"ENSG00000011465.16",-0.212051977115413,-0.73566817708461,-0.46231280349724,-0.450157164203039,-0.439652675259648,0.948939299357437
"ENSG00000127920.5",-0.557893169721637,-0.73566817708461,-0.536515261906079,-0.585695118797453,-0.56339964275506,0.707488194857682
"ENSG00000168497.4",-0.574398983106209,-0.73566817708461,-0.597642230417122,-0.591832505263609,-0.550459168323686,0.644547348176181
"ENSG00000165949.12",-0.549476994495089,-0.728297717377892,-0.555911163350736,-0.591832505263609,-0.563399642755059,0.650240604473741
"ENSG00000118503.14",-0.543064570207314,-0.3799519814165,-0.499385256955496,-0.483902819979573,-0.103466000985872,0.75136284198056
"ENSG00000103196.11",-0.52873256075929,0.47603995336576,-0.580869249191876,-0.525921145181238,-0.281657575413241,0.766606930332327
