Input Sample,Endothelial,Neuron,Astrocyte,Pre Oligo,New Oligo,Mye-Oligo,Microglia,P-value,Pearson Correlation,RMSE
Sample_091614_4_p21_WT_C7DMTACXX,0.03793288601194522,0.30984158188366506,0.18197160629355733,0.023086382398200593,0.19560822161939068,0.23601493162884774,0.015544390164393422,0,0.6934562696864609,0.720327320928609
Sample_091614_8_p21_H_C7DMTACXX,0.029928892908559244,0.3800917720911943,0.19752179992302074,0.035558820506314405,0.12565365537609444,0.21634495806512344,0.014900101129693448,0,0.639090973802601,0.7687592252819866
Sample_092214_3_p21_WT_C7DMTACXX,0.03832274367562053,0.32460921354339894,0.20503577013230145,0.037855234091972396,0.03784940599689161,0.3397140457834167,0.016613586776398417,0,0.6597400134398071,0.7511569362314361
Sample_092214_8_p21_H_C7DMTACXX,0.030837188563182644,0.37671322953008674,0.19290597748522723,0.04191573283674097,0.11785715406475086,0.2219026194953616,0.017868098024649923,0,0.6398838801954919,0.7681097935670437
Sample_100914_7_p21_WT_C7DMTACXX,0.03830967279918593,0.3010814026049749,0.18083483180463328,0.029271842741044943,0.13234536308758144,0.30133015512334727,0.016826731839232296,0,0.6952530131494733,0.7185776535446409
Sample_100914_8_p21_H_C7DMTACXX,0.012469244952484556,0.32867082154330346,0.18626288454771958,0.032863926454168434,0.1579480933537462,0.2679659802227585,0.013819048925819206,0,0.6591462311199106,0.7532989810932041
Sample_111314_1_p1Het_H5TJTBBXX,0.11001477704131261,0.5373675287459057,0.13582995610536505,0.20266184136021853,0.01195325866624696,0,0.0021726380809512055,0,0.4199493300681459,0.914954591788119
Sample_112114_1_p1WT_H5TJTBBXX,0.12490644289642083,0.36046852599957246,0.1325102025857981,0.365713067548185,0.016401760970023684,0,0,0,0.3586679818881629,0.9373135949133115
Sample_121214_18_AdultHet_H5TJTBBXX,0.005542937365958401,0.30805148561513684,0.24767475254829177,0.050380736892547184,0,0.3778382988059648,0.010511788772101021,0,0.6142267810032681,0.7915630403955692
Sample_1_Adult_WT_090614_4_C76VFACXX,0.027898800129673135,0.26158143930715705,0.23857137333528458,0.047545609261940854,0,0.4065535488933927,0.017849229072551754,0,0.7016501901615357,0.7123131395067778
Sample_2_Adult_WT_090614_1_C76VFACXX,0.01218608761850372,0.3654682707754308,0.18625929612212938,0.04459691795437576,0,0.38065847845386913,0.010830949075691201,0,0.6760894410185443,0.7364908467143145
Sample_4_Adult_HT_090114_6__C76VFACXX,0.017121937928553075,0.3861869560053274,0.22872653258596576,0.04158927265102836,0.0552502282471108,0.25733756826413545,0.013787504317879205,0,0.6076719999930836,0.794140773095451
Sample_5_p1_WT_112114_2_C76VFACXX,0.1351415850075303,0.4308298376642825,0.1682171040902292,0.257736924997464,0.00807454824049412,0,0,0,0.3570879398305365,0.9430160350741903
Sample_6_p1_WT_113014_2_C76VFACXX,0.06486690678624892,0.5199327003442469,0.11853922281823732,0.2921237044034132,0.004537465647853779,0,0,0,0.44166730090515477,0.9014909257824804
Sample_7_p1_HT_100914_2_C76VFACXX,0.10283396643650566,0.475195181007066,0.1597121877868288,0.2541651125159343,0.008093552253665301,0,0,0,0.427628448090753,0.9078077052691649
Sample_8_p1_HT_100914_1_C76VFACXX,0.14470182234375384,0.38677644455084365,0.16614181540292983,0.2864278619636061,0.01067562814377656,0,0.005276427595089984,0,0.3515341561135681,0.94271998362614
FCH5FFWBBXX_L6_HKMUSrtgRAAARAAPEI-116_1,0.040973722246733096,0.07780259574881047,0.411978109369664,0.13067618819409255,0.08863855987411172,0.23201693918312974,0.017913885383458457,0,0.5950810660612462,0.8107666223125373
FCH5FFWBBXX_L6_HKMUSrtgRAABRAAPEI-118_1,0.011212404095147116,0.06516770905562565,0.37684272656116735,0.04217526744312519,0.14408706292002427,0.3555661146203978,0.004948715304512604,0,0.6699603238742667,0.7627943801264624
FCH5FFWBBXX_L6_HKMUSrtgRAACRAAPEI-119_1,0.023353318125771946,0.06763769503692592,0.3869232285453053,0.0746330304331467,0.17243055962502807,0.25467300993516473,0.020349158298657386,0,0.6440198234866752,0.7762528285543454
FCH5FFWBBXX_L5_HKMUSrtgRAADRAAPEI-121_1,0.02145084230737943,0.08041290783427364,0.35420596199477866,0.049640173439724745,0.17806534248361044,0.3084830681993317,0.007741703740901431,0,0.661412043812984,0.7659682576020839
FCH5FFWBBXX_L5_HKMUSrtgRAAERAAPEI-122_1,0.043623075916328136,0.0501058058259969,0.3401393535469766,0.07265990869606805,0,0.4740495367953461,0.019422319219284164,0,0.7155256612557374,0.7035980063530678
FCH5FFWBBXX_L5_HKMUSrtgRAAFRAAPEI-123_1,0.034296780216748306,0.06800445744582952,0.3526367782749426,0.06146537667273647,0.12595236704226,0.33533416372583924,0.022310076621643863,0,0.6777058494122908,0.7435551045240385
FCH5FFWBBXX_L5_HKMUSrtgRAAGRAAPEI-124_1,0.037186057895687,0.07619638298913602,0.422453378145655,0.07592890781558198,0.1385821487001699,0.22558320606055013,0.024069918393219963,0,0.610890309481141,0.8020726856912961
FCH5FFWBBXX_L5_HKMUSrtgRAAHRAAPEI-125_1,0.035143219824612756,0.06230391365613274,0.40972290551936497,0.0834475763183394,0.04403464681718144,0.3463262852776227,0.019021452586745993,0,0.6483190136622129,0.7690382802694354
FCH5FFWBBXX_L5_HKMUSrtgRAAIRAAPEI-126_1,0.03551154568416635,0.06308254351486534,0.449215005968351,0.07770202492726686,0.1990527786977581,0.1516880116740042,0.023748089533588188,0,0.583832467223253,0.8286873816930906
FCH5FFWBBXX_L5_HKMUSrtgRAAJRAAPEI-127_1,0.029326840431680195,0.058153757782301294,0.4148545172898384,0.11026289348872605,0.13080613561982443,0.23939617025286342,0.01719968513476619,0,0.6317796902739746,0.7834625794314726
FCH5FFWBBXX_L7_HKMUSrtgRAAKRAAPEI-128_1,0.021684436949891,0.049300678778443574,0.3777356304891641,0.03805595539021553,0.22118261937447778,0.28443505410572933,0.007605624912078731,0,0.6520175700706464,0.783612914501673
FCH5FFWBBXX_L7_HKMUSrtgRAALRAAPEI-129_1,0.01837193883485978,0.053638356672565765,0.4071210069693476,0.057840335596244644,0.14589048069231228,0.31062008484581,0.00651779638886001,0,0.6332262418989063,0.7959198330632411
FCH5FFWBBXX_L7_HKMUSrtgRAAMRAAPEI-130_1,0.025611788691491413,0.04071645912815952,0.43200886051563053,0.050433774564257336,0.18629983021419877,0.2426228560802396,0.02230643080602283,0,0.6486519059322147,0.7770458627230212
FCH5FFWBBXX_L7_HKMUSrtgRAANRAAPEI-131_1,0.02737209750044584,0.039439717015066676,0.3955480895666264,0.05563980722018669,0.16454580357920676,0.29430869245382546,0.023145792664642183,0,0.6950082719487319,0.7284333679564753
FCH5FFWBBXX_L7_HKMUSrtgRAAORAAPEI-133_1,0.033584054306666174,0.05994080797089525,0.4407323081919959,0.08161657354583932,0.14736674624826152,0.2138000827816552,0.022959426954686658,0,0.5946672834655619,0.8193187072022264
FCH5FFWBBXX_L7_HKMUSrtgRAAPRAAPEI-134_1,0.027381882362100825,0.0604112255196625,0.40305214535029554,0.07096158898332687,0.10749719077002082,0.3106262219433038,0.020069745071289703,0,0.6442220921320632,0.776323182257598
FCH5FFWBBXX_L7_HKMUSrtgRAAQRAAPEI-135_1,0.01658756981420903,0.04602979144996395,0.41156478012381753,0.03536635138766015,0.2040298157115307,0.2768895560363755,0.009532135476443174,0,0.6883673168096821,0.7419052353300791
FCH5FFWBBXX_L7_HKMUSrtgRAARRAAPEI-136_1,0.02708289737342526,0.052533148238799496,0.37981508282166915,0.07886677884572603,0.174191955061088,0.2697166051155064,0.017793532543785722,0,0.6837239350655646,0.737296899796796
FCH5FFWBBXX_L8_HKMUSrtgRAAWRAAPEI-122_1,0.032095315998782875,0.05646557325492306,0.41071183071448475,0.07046379867154905,0.12541890629432084,0.2819814328653437,0.022863142200595765,0,0.6370129112569335,0.78244680390482
FCH5FFWBBXX_L8_HKMUSrtgRAAXRAAPEI-123_1,0.03150226114904812,0.0732931789357548,0.4037333722574839,0.05494621486796448,0.1671747659617226,0.24595363905582512,0.02339656777220101,0,0.6463461544944195,0.7728994790643904
FCH5FFWBBXX_L8_HKMUSrtgRAAYRAAPEI-124_1,0.031139345677754393,0.044364564126361965,0.3837693464501261,0.05758372576509037,0.11638002141706782,0.34499348417832576,0.021769512385273533,0,0.6862802800990512,0.7373653652099457
FCH5FFWBBXX_L8_HKMUSrtgRAAZRAAPEI-125_1,0.03154377542527157,0.04815752499780321,0.4021484257849233,0.05957413363947401,0.17021934772285272,0.2659366930722698,0.02242009935740539,0,0.6491311461427535,0.7740632418434085
FCH5FFWBBXX_L8_HKMUSrtgRABARAAPEI-126_1,0.0403137247713827,0.028010425209607885,0.23524124185920847,0.07628059903973078,0,0.5994861417118037,0.020667867408266358,0,0.8349389139760718,0.5552603705234614
FCH5HKJBBXX_L6_HKMUSrtgRABBRAAPEI-127_1,0.035039584980770075,0.051630868939992546,0.43550067515089536,0.06295347631361965,0.15856706592476916,0.2359225797024146,0.020385748987538643,0,0.6352573190198563,0.7849836513850607
FCH5HKJBBXX_L6_HKMUSrtgRABCRAAPEI-128_1,0.04183421665120813,0.04909601934694415,0.37371632331607546,0.05802780751391013,0.05853743984500807,0.40034612948829734,0.01844206383855668,0,0.6765412102087953,0.7465161068841606
FCH5HKJBBXX_L6_HKMUSrtgRABDRAAPEI-129_1,0.03361412275499844,0.049227598240766654,0.42885718214259405,0.04579840260818593,0.16921657709530688,0.2502784028984574,0.02300771425969064,0,0.6284699449641341,0.7948911930775229
FCH5HKJBBXX_L5_HKMUSrtgRABERAAPEI-130_1,0.04024144566864098,0.02858122658533776,0.33297779238236874,0.04142205668074682,0.03917854343175541,0.4958348030269682,0.02176413222418213,0,0.6677966416594691,0.7693323770579558
FCH5FFWBBXX_L8_HKMUSrtgRABFRAAPEI-131_1,0.03836153557047328,0.04758602647904441,0.42377328451283686,0.06269151682487475,0.12203240973542259,0.2756335924474944,0.029921634429853756,0,0.5801215254549653,0.8362346214522105
FCH5FFWBBXX_L8_HKMUSrtgRABGRAAPEI-133_1,0.045582462190481544,0.05809551415732182,0.3046809366298857,0.04016200601869927,0.040516417899933155,0.4941940283602607,0.016768634743417783,0,0.8025485536169388,0.5984432222015809
FCH5FFWBBXX_L8_HKMUSrtgRABHRAAPEI-134_1,0.0426172635090678,0.08427826024085758,0.33888069760665507,0.043071605393701425,0.061693857571022914,0.4116725585689059,0.017785757109789274,0,0.7620900099173286,0.6482078183378421
FCH5HKJBBXX_L6_HKMUSrtgRABIRAAPEI-135_1,0.04853750160833378,0.04422749891622182,0.19982675870128322,0.026127096141775656,0,0.6656599678959086,0.01562117673647691,0,0.9170994788047188,0.4042070321097426
FCH5HKJBBXX_L6_HKMUSrtgRABJRAAPEI-136_1,0.041067858341263204,0.042434541118926264,0.28654400887912956,0.04423404509567233,0.024933097525443468,0.5402213783255128,0.020565070714052346,0,0.849418917529834,0.5288403488637243
FCH5HKJBBXX_L6_HKMUSrtgRABKRAAPEI-116_1,0.04010593528162606,0.023333148090868745,0.2942847137662471,0.03632281506909307,0.03013243045904075,0.5597689674189219,0.016051989914202376,0,0.8628177870351451,0.5083663834510393
FCH5HKJBBXX_L5_HKMUSrtgRABLRAAPEI-118_1,0.04683982391762922,0.02813835817625473,0.30740521157635003,0.04455936588148932,0.02206569281052907,0.5330827741916438,0.017908773446103757,0,0.7863584596122981,0.6242928388698133
FCH5HKJBBXX_L5_HKMUSrtgRABMRAAPEI-119_1,0.043513848126238826,0.05020386203521773,0.41344201302521105,0.03598310568285664,0.10626476311851524,0.3223844569883828,0.02820795102357765,0,0.6730126126891394,0.7485996951945484
FCH5HKJBBXX_L5_HKMUSrtgRABNRAAPEI-121_1,0.046929784730829975,0.04486766647060937,0.43749472496862774,0.049995847232156325,0.1264393534068523,0.26390163447352966,0.030370988717394656,0,0.6269636924527909,0.7920748929712204
FCH5HKJBBXX_L5_HKMUSrtgRABORAAPEI-122_1,0.03509211985860404,0.03979400741774878,0.33759064459133153,0.027926146328122105,0.08114414561673801,0.455060961803897,0.023391974383558542,0,0.7708234973354962,0.6438579114399205
FCH5HKJBBXX_L5_HKMUSrtgRABPRAAPEI-123_1,0.03728739731668637,0.013572014554102412,0.33212513817930744,0.0533219721486578,0.053430820854765276,0.48870222400609786,0.021560432940382738,0,0.7495532150101962,0.6732675767955648
FCH5HKJBBXX_L5_HKMUSrtgRABQRAAPEI-124_1,0.03131250977209084,0.011798094458933494,0.2987796233436695,0.03575071064836708,0.004730489386886863,0.5892209163211425,0.028407656068909624,0,0.8432647125427871,0.5434128618844649
FCH5HKJBBXX_L5_HKMUSrtgRABRRAAPEI-125_1,0.04325877234622593,0.024857234033871214,0.3799319145279777,0.037910606389023375,0.045004009946694,0.4426599563866719,0.02637750636953595,0,0.6319057682189709,0.8005779453872508
FCH5HKJBBXX_L5_HKMUSrtgRABSRAAPEI-126_1,0.03785510209223238,0.017594935647433675,0.2959067613070327,0.03917568934555031,0.049439629089833695,0.5457391348751267,0.014288747642790624,0,0.7815315219515238,0.6390643404305653
FCH5HKJBBXX_L5_HKMUSrtgRABTRAAPEI-127_1,0.035863389690874735,0.0069588187714712535,0.2719540565424369,0.040877539418911965,0,0.6220417083389099,0.02230448723739536,0,0.8762163760577429,0.48756016132017954
FCH5HKJBBXX_L5_HKMUSrtgRABURAAPEI-128_1,0.14684935708824912,0.2347637432803682,0.05259365898691324,0.5221664140801074,0.01825898319590949,0.023016601667508498,0.0023512417009440016,0,0.1377916344945738,1.0188793545279666
FCH5HKJBBXX_L8_HKMUSrtgRABVRAAPEI-129_1,0.14652330483351453,0.2229666998607872,0.04626079404542269,0.5530336840467852,0.015876064742195672,0.015103386479778238,0.0002,0,0.14928773200000212,1.0145589399405182
FCH5HKJBBXX_L7_HKMUSrtgRABWRAAPEI-130_1,0.14010274678323187,0.16660309296319317,0.26348588947322715,0.42392139347807306,0.0033552622101207467,0,0.0025316150921540397,0,0.24867223719371248,0.9982265674585736
FCH5HKJBBXX_L7_HKMUSrtgRABXRAAPEI-131_1,0.14976821970272444,0.312888255237974,0.043679036247803935,0.4536511887042191,0.0026149719691978142,0.032285204225552255,0.005113123912528368,0,0.15369583596315772,1.0156470968002878
FCH5HKJBBXX_L7_HKMUSrtgRABYRAAPEI-133_1,0.13383531175964306,0.22367394519897948,0.2227960529129161,0.37279730188004806,0.03980878595346109,0,0.007088602294952203,0,0.23128151154171114,0.9985257817344406
FCH5HKJBBXX_L7_HKMUSrtgRABZRAAPEI-134_1,0.14702401216227848,0.19955050412952818,0.1808346574447837,0.45055793128086147,0,0.009301524633412175,0.01273137034913595,0,0.18547002971228754,1.0124836364443062
FCH5HKJBBXX_L8_HKMUSrtgRACARAAPEI-135_1,0.14240163621252344,0.3172003821978463,0.13274061264531295,0.39234311776851954,0.005847334293585617,0.005196557016808151,0.004270359865403938,0,0.20308904609385786,1.004149882951783
FCH5HKJBBXX_L8_HKMUSrtgRACBRAAPEI-136_1,0.12778463297741519,0.2355229175862263,0.20530159123969166,0.39673393449311556,0.02964259751523023,0,0.005014326188321077,0,0.22324939738360422,1.0009122865605709
FCH5HKJBBXX_L7_HKMUSrtgRACCRAAPEI-116_1,0.08711724435457718,0.28965236174573283,0.13370374665355597,0.4805737949299838,0.007469491396183088,0,0.001483360919967091,0,0.2671745638005377,0.9790766477617521
FCH5HKJBBXX_L7_HKMUSrtgRACDRAAPEI-118_1,0.12468120028258604,0.28441244184023745,0.05176803607737435,0.48772479918483397,0.05061230739739772,0,0.0008,0,0.19021792671869234,1.0028310298239846
FCH5HKJBBXX_L7_HKMUSrtgRACERAAPEI-119_1,0.10910060501895753,0.14860752507475827,0.23011902739079912,0.487932070679345,0.016068700990144374,0,0.00817207084599569,0,0.23333085933258702,1.002540239157594
FCH5HKJBBXX_L6_HKMUSrtgRACFRAAPEI-121_1,0.09103308078724326,0.1475484251434125,0.2277094282646613,0.4914555787444789,0.03677756033361978,0,0.005475926726584273,0,0.25476667929602004,0.9929579254441102
FCH5HKJBBXX_L8_HKMUSrtgRACGRBAPEI-122_1,0.10885705806003122,0.2534621693592342,0.11030355464314612,0.4631701762635916,0.06106374205399839,0,0.0031432996199984107,0,0.21994834850561834,0.9942949961920845
FCH5HKJBBXX_L6_HKMUSrtgRACHRAAPEI-123_1,0.07449671706784777,0.28646731821339944,0.13977645165389582,0.46062343091254365,0.03483269524716169,0,0.0038033869051517354,0,0.2780281290013832,0.9743919945790523
FCH5HKJBBXX_L6_HKMUSrtgRACIRAAPEI-124_1,0.09314397553691937,0.21557619093830202,0.0996527312961518,0.5218055362939109,0.06696657626799007,0,0.0028549896667258326,0,0.24640934836449527,0.9832042461233873
FCH5HKJBBXX_L6_HKMUSrtgRACJRAAPEI-125_1,0.10171455076857393,0.2146215100551484,0.12822048129463395,0.5281603402689897,0.024372243814045208,0,0.002910873798608719,0,0.23507391746610004,0.9898570849362789
PTHS2_LCA1_RNAseq,0.028281298502065396,0.4518330273479969,0.23205452475773117,0.05118460898968905,0.0470955161840549,0.17505843124947593,0.014492592968986757,0,0.5272478753359694,0.8517518591076162
PTHS3_LCA1_RNAseq,0.022688577939967904,0.4564744029452696,0.23513609276823388,0.05332510945810462,0.06030150413198483,0.16054469293432297,0.011529619822116187,0,0.5302119026876507,0.8499987899469394
PTHS4_LCA1_RNAseq,0.03006101156249815,0.4019970494515511,0.23894998635932282,0.02837688467782006,0.06144161683910598,0.22424781453503997,0.014925636574661895,0,0.5822912894788959,0.8133070066606978
PTHS1_RCA1_RNAseq,0.0074152424661552705,0.4477037310882769,0.3017648130397293,0.07107504591921739,0.07761623160807728,0.0753156048140543,0.01910933106448965,0,0.5781618297235721,0.8157770838700975
PTHS2_RCA1_RNAseq,0.014989110609251682,0.5016738645671747,0.2442502928091347,0.055545980955243913,0.07137282806678516,0.10072587086808572,0.011442052124324162,0,0.4723332281809974,0.890162363319043
PTHS3_RCA1_RNAseq,0.03414627683017691,0.38725712402903867,0.23815960248734475,0.03513399796048458,0.04165337601897036,0.25103394196263473,0.012615680711349997,0,0.619100238884577,0.784908503204964
PTHS4_RCA1_RNAseq,0.02958969358783917,0.5195605959035987,0.2598219940503956,0.05042485664942732,0.04867505454788724,0.0693097691786881,0.02261803608216397,0,0.4697805071268447,0.8912794911965527
WT1_LCA1_RNAseq,0.02340398252468253,0.35456978334927464,0.23279164417503098,0.03717532253669479,0.0893775463190965,0.25358421468272285,0.00909750641249768,0,0.586839372538251,0.8116598075057946
WT2_LCA1_RNAseq,0.029792171626654502,0.4900557370421061,0.2441628798266825,0.028169727058069742,0.06661121751054803,0.12190885179155474,0.01929941514438433,0,0.4704479508863746,0.8910139376776143
WT3_LCA1_RNAseq,0.01941357091622625,0.3936344373108121,0.2266007369858113,0.04592362006964233,0.05148034755185667,0.2503422587813652,0.012605028384286121,0,0.5561263146889845,0.8334482793078222
WT4_LCA1_RNAseq,0.012126999559355322,0.4154784444255538,0.2514795937465013,0.036348360192568256,0.05619957659761346,0.20883278035874867,0.019534245119659184,0,0.604417759303148,0.7963229892004573
WT1_RCA1_RNAseq,0.016862806952147986,0.42315552127285333,0.2585243093047798,0.04806433376232001,0.08342509400658954,0.15668596607854207,0.013281968622767187,0,0.5297990254115766,0.8510366508974198
WT2_RCA1_RNAseq,0.03509349924827684,0.4470634957916514,0.20362202830108897,0.040537760114997635,0.048736518221978345,0.21476794800193,0.010178750320076852,0,0.5263522185939014,0.8534380336080604
WT3_RCA1_RNAseq,0.018916883184382515,0.4320493499490861,0.21757886786776698,0.046589247831340094,0.044701629494688526,0.22902367796145154,0.011140343711284223,0,0.5662374290505015,0.825180014816302
WT4_RCA1_RNAseq,0.011276427825338118,0.45890274249906826,0.2620340573543135,0.05092270893531167,0.06683113933359519,0.1352900399778624,0.014742884074510845,0,0.5402247082146102,0.8433247710376928
PTHS1_LCA1_RNAseq,0.013535370625204783,0.4384701479087896,0.26776806972538864,0.058007639956200445,0.0952060250694573,0.1079148756898092,0.019097871025150127,0,0.5119098216948904,0.8626556809391781
