Endothelial	Neuron	Astrocyte	Pre.Oligo	New.Oligo	Mye.Oligo	Microglia
ENSG00000121075	238.600926683731	1.2721213334996	2.33614920428224	3.64926662606011	1	1	1
ENSG00000108379	2.47670334410331	15.7694618177229	21.415932607374	11.142341088516	204.209421206536	548.136312531145	1
ENSG00000183067	494.456582864975	1	1.70782625781268	1.29995431002306	1	1	2.46715317905133
ENSG00000160255	42.0708271382844	9.35832973157323	4.71312059358816	191.62690228022	16.4268623890504	98.5121614295011	6467.4296375601
ENSG00000179242	40.4432430014528	4366.2208078643	374.92686890669	432.544989935485	93.9592592794041	13.3074875455871	8.28543421508422
ENSG00000139567	5844.47784082103	11.749351902949	37.4158606825269	22.6725609725898	5.44213742746285	19.6702433797555	903.760495436207
ENSG00000282608	1	1	1	14.7057422577418	1	1	840.059696748101
ENSG00000125398	162.371570681866	362.223477128879	6031.96208315818	220.578670464702	63.5776304675294	35.5712029711078	32.6211134487496
ENSG00000096996	1.87395357489354	1.22453754891779	1.15926294193682	3.49726836627244	121.609861422765	240.902179847062	11.6019731574389
ENSG00000143603	5.51024895148194	169.899466856996	3407.38433941349	173.834241545974	59.2133394034986	16.6369848474945	24.3778053808227
ENSG00000167434	10870.5908807877	35.4967589842465	49.7225959442562	25.3150656174579	7.84319316312057	31.8434941937217	121.862615286914
ENSG00000119866	11.4971609904699	3424.29865708168	31.1815251619711	42.3114632077062	12.0170208127575	70.6076311411029	33.8794645611039
ENSG00000123454	147.840939400148	1	1	1	1	1	1
ENSG00000277632	16.8216845474752	7.56107650778248	12.3627867589099	530.52352013209	12.8317121711033	40.1556596280551	17649.5407465637
ENSG00000188015	1	3.84030745824376	20.7932363185608	238.547782855336	164.733793498659	11.4570674831069	1
ENSG00000108622	3531.303192165	2.83996094887544	9.22527340718232	2.20500347949961	1.42805050264323	1	49.057986563407
ENSG00000105699	4766.62822669325	23.5765630822912	35.2863506097565	10.5427271993017	17.7681992851848	38.7471074551843	89.0814389630945
