Probe ID,Gene Symbol,kMEblack,kMEblue,kMEbrown,kMEcyan,kMEgreen,kMEgreenyellow,kMEgrey60,kMElightcyan,kMElightgreen,kMEmagenta,kMEmidnightblue,kMEpink,kMEpurple,kMEred,kMEsalmon,kMEtan,kMEturquoise,kMEyellow,
ILMN_1651354,SPP1,-0.018535036,-0.323302389,0.050835017,0.232184007,0.54740773,-0.048839753,0.106554447,-0.471704408,0.251261727,0.301026147,0.530338764,-0.582121142,0.648950868,0.635116321,-0.282477191,0.579719874,-0.308009322,-0.328084443,
ILMN_1651378,AUP1,-0.411933775,-0.620509755,0.448602062,0.744767161,0.490654743,0.71735221,0.383060581,-0.539149571,0.066631449,0.520942257,0.271337456,-0.432990479,0.524237792,0.084504645,-0.131921024,0.557102817,-0.722590469,0.487512149,
ILMN_1651385,MFN2,0.156181722,-0.015033294,0.081776315,-0.095620078,0.100231177,0.196718736,0.200725307,0.112687375,-0.294587327,-0.140695387,-0.211080336,0.404518041,-0.129354265,0.070598489,0.352176789,-0.390201953,0.071650998,0.189161858,
ILMN_1651405,BRD9,-0.449335364,-0.549475511,0.66908865,0.556745544,0.545063697,0.73127778,0.420442605,-0.245017556,-0.283609719,0.44140887,-0.275947692,-0.115300882,0.3397215,0.124507678,0.0504279,0.164012314,-0.645136215,0.60960484,
ILMN_1651429,SELM,-0.283434385,0.071607376,0.184416311,0.11226995,-0.147088572,0.219910814,-0.148662149,-0.112650764,0.206389543,0.131533913,0.097291028,-0.080269612,-0.085151451,-0.392132816,-0.123860599,0.255277439,-0.096138699,0.160772482,
ILMN_1651438,ZFPM1,-0.023263607,-0.016959623,-0.012293672,0.111178427,0.018156913,0.18881482,0.10535716,-0.078486922,-0.059100675,-0.09001805,0.009205021,0.148450879,-0.046161865,0.102674382,0.110301516,-0.252037233,-0.064522398,0.21620707,
ILMN_1651496,HIST1H2BD,-0.005626502,0.07856196,-0.219409483,-0.05455667,-0.151332382,-0.3632157,-0.218348331,-0.204904119,0.460005065,0.091773434,0.516839139,-0.439268175,0.163014703,-0.06058875,-0.35341647,0.414620792,0.021359576,-0.371000565,
ILMN_1651498,GADD45G,-0.253559138,-0.314363451,0.159458192,0.404708963,0.119667388,0.172688435,0.077287893,-0.176451036,0.117829449,0.393777326,0.063434662,-0.434069349,0.300381133,-0.147301942,-0.24532462,0.521880426,-0.350748498,0.115774785,
ILMN_1651499,ERGIC1,-0.44375641,-0.799111913,0.709115573,0.918568542,0.622195915,0.838951996,0.574452527,-0.536130661,-0.081188259,0.722390325,-0.124215137,-0.448612266,0.630261901,0.080057957,-0.045840113,0.51964077,-0.866449554,0.626567218,
ILMN_1651504,C4orf8,-0.128067214,-0.880993525,0.564061451,0.811419332,0.603454334,0.714677461,0.731799215,-0.435298769,-0.270097912,0.690007255,-0.060270745,-0.344631672,0.67333492,0.18895321,0.145820442,0.493948216,-0.76280998,0.572867745,
ILMN_1651513,SKIV2L2,0.649801838,0.633001475,-0.615206872,-0.715521053,-0.466223195,-0.703990435,-0.35234888,0.526238432,-0.053745086,-0.750347869,0.002789433,0.502917488,-0.526621643,0.072154191,0.241407047,-0.576939658,0.844035583,-0.568888147,
ILMN_1651538,NUMBL,-0.577386719,-0.399192586,0.892562942,0.588735088,0.409434752,0.553361917,0.189242273,-0.3765816,0.041773856,0.363931054,-0.186860634,-0.326907142,0.306693515,0.022880957,-0.191018237,0.219592503,-0.610594701,0.41523947,
ILMN_1651557,KDELC2,-0.109021664,-0.420411479,-0.02326486,0.332959502,0.46022399,0.227844096,0.255102651,-0.53874639,0.148568683,0.500808283,0.644310383,-0.456273603,0.604301217,0.335864663,-0.135251847,0.63941058,-0.459728354,0.036699256,
ILMN_1651574,AQP3,-0.496319853,-0.416195707,0.936388591,0.504206548,0.485412523,0.479856064,0.199441511,-0.368687674,0.013225578,0.357470725,-0.134833608,-0.35728034,0.375984472,0.168541335,-0.191160263,0.219944262,-0.579532165,0.300042793,
ILMN_1651604,MARK4,-0.434559156,-0.361573219,0.875992753,0.42349245,0.45150727,0.349437988,0.15663265,-0.390371952,0.127650835,0.371860649,-0.10432398,-0.398065679,0.387989306,0.15198156,-0.22105372,0.251259725,-0.520425402,0.167709754,
ILMN_1651628,EXOC6,0.592835733,0.581950565,-0.590060762,-0.707241462,-0.700458144,-0.651159674,-0.297756214,0.865586475,-0.287980432,-0.752272491,-0.233017553,0.675597343,-0.737304806,-0.289823995,0.361275573,-0.611508555,0.843257854,-0.268912428,
ILMN_1651642,GPC2,-0.610133457,-0.452044539,0.911836101,0.551449564,0.559292823,0.526882415,0.214484371,-0.481628075,0.078748461,0.4308635,-0.081700571,-0.428830682,0.448771283,0.218810007,-0.26370371,0.29762219,-0.684826961,0.344024726,
ILMN_1651719,MBTPS1,0.486707482,-0.415444656,-0.079317535,0.321620821,-0.140313271,0.324837977,0.616558826,0.196098502,-0.456384054,0.092811718,-0.113251891,0.322754632,0.007212567,-0.254874961,0.650315498,0.002753139,-0.06809837,0.543986946,
ILMN_1651735,TGOLN2,0.398938059,0.803858722,-0.643616736,-0.814041679,-0.54004896,-0.796991993,-0.598234765,0.449572305,0.171946258,-0.737740121,0.176711816,0.379112026,-0.585918335,-0.008120686,-0.002959091,-0.537731264,0.836586261,-0.669415508,
ILMN_1651745,TMEM25,0.158525444,0.415098711,-0.302480787,-0.284347519,-0.464792974,-0.31011581,-0.309844202,0.469096971,-0.055406723,-0.385696455,-0.179448611,0.275056076,-0.471763331,-0.327610033,0.081120499,-0.18667085,0.449810014,-0.152174893,
ILMN_1651767,MKL1,0.395203932,-0.223568987,-0.355735909,0.167904407,-0.291857002,0.111681755,0.42657128,0.258044382,-0.421661464,-0.01310318,-0.12899902,0.329265695,-0.111643466,-0.260611553,0.509797621,-0.054357559,0.035470671,0.435630706,
ILMN_1651788,MAP3K11,-0.333570618,-0.774635017,0.576264375,0.654837088,0.85190662,0.629010244,0.554354989,-0.676071231,-0.030425394,0.607318411,0.139921192,-0.500486866,0.803567452,0.598933899,-0.121362,0.46680969,-0.816311943,0.33045118,
ILMN_1651799,SLC38A2,0.395961234,-0.492958526,0.08487047,0.236770173,0.537942592,0.10740098,0.572392156,-0.212873923,-0.335720038,0.12411761,0.053834166,-0.057201679,0.500891374,0.671225011,0.309416652,0.069142933,-0.218037611,0.001474991,
ILMN_1651800,GSTM4,-0.227036779,-0.690105508,0.646031635,0.636920451,0.541305949,0.497861939,0.502835586,-0.613315795,0.114327527,0.655663043,0.171198493,-0.515757868,0.672281342,0.170918019,-0.0795628,0.532481114,-0.706184664,0.298345278,
ILMN_1651817,GRIK1,-0.108384237,-0.029245562,0.157301578,-0.038589329,-0.068207869,0.17274423,0.120773521,0.019453906,-0.00788602,0.016689288,-0.118300497,0.192030359,-0.119643928,-0.182239132,0.116166726,-0.222701328,-0.080019286,0.283466561,
ILMN_1651819,GALNT11,0.499961064,0.43682633,-0.53787798,-0.531898964,-0.634165196,-0.409716513,-0.178395156,0.733838022,-0.287030393,-0.475011651,-0.238579062,0.620672178,-0.637448976,-0.424585327,0.368456205,-0.507744901,0.668545845,-0.104453298,
ILMN_1651826,BASP1,0.533533122,0.718870963,-0.645325551,-0.762165365,-0.761905943,-0.720020714,-0.48695799,0.775856901,-0.102154155,-0.716465389,-0.055935513,0.581853125,-0.755938849,-0.349701667,0.221143242,-0.544563981,0.904192867,-0.431661991,
ILMN_1651828,CCT3,0.004099843,-0.184555325,0.073778051,0.184330791,0.01911999,-0.041674358,0.084612052,-0.057558077,0.13135057,0.107994384,0.11326024,-0.252639134,0.182113065,-0.022094974,-0.085021888,0.244629216,-0.123712557,-0.018039947,
ILMN_1651832,EHD1,-0.339524548,-0.691246588,0.491373906,0.628220674,0.880479962,0.52187621,0.433880001,-0.776740733,0.129753528,0.624489775,0.250924049,-0.653901922,0.867739076,0.652850394,-0.273063824,0.553261659,-0.780720669,0.130527051,
ILMN_1651838,RND1,0.20398044,0.263768315,-0.276821668,-0.178541385,-0.673662213,-0.251045335,-0.160382192,0.553942175,-0.164662981,-0.247290852,-0.326719369,0.328825394,-0.516105153,-0.66216341,0.216688178,-0.124608726,0.378264639,0.115706397,
ILMN_1651850,RPS16,-0.241902946,-0.325176064,0.235094417,0.292228846,0.497880503,0.081392876,0.079769217,-0.661825327,0.514517523,0.466763627,0.51084236,-0.695876779,0.651169458,0.342237834,-0.419965944,0.622898695,-0.444802405,-0.237892746,
ILMN_1651872,UBIAD1,-0.548213244,-0.033639249,0.535374239,0.094929734,0.421010139,0.008210004,-0.254644986,-0.46163891,0.404753049,0.172828726,0.237023229,-0.532226053,0.334905488,0.38395798,-0.579399806,0.213522169,-0.328582551,-0.260885347,
ILMN_1651886,CWF19L1,0.429599616,-0.52204448,0.185966515,0.392428627,0.139040141,0.405296507,0.695366381,0.097941008,-0.5583136,0.074972586,-0.188378133,0.276671899,0.157036271,0.043010251,0.635370908,-0.021097904,-0.178822766,0.510284631,
ILMN_1651936,SETD8,-0.292675464,-0.195469363,0.248986622,0.267322205,-0.084787799,0.160090994,0.077349213,-0.009894654,-0.033207344,0.15254234,-0.079418458,-0.130466033,0.024586591,-0.227156581,-0.104536761,0.10243347,-0.270890936,0.32859579,
ILMN_1651950,TPST1,0.349218634,0.086942917,-0.406898052,-0.216041993,-0.218379092,-0.378391283,-0.069170888,0.177561144,0.034738661,-0.096656561,0.339419331,-0.031898066,-0.007646349,-0.05311834,0.071042685,0.332902333,0.252765809,-0.267298719,
ILMN_1651964,ABCC5,0.110989793,-0.55842335,0.351634885,0.563082128,0.316953361,0.698379372,0.62782285,-0.157946443,-0.357577902,0.169147657,-0.032263258,0.107814867,0.249076912,0.081917254,0.411309038,0.053972823,-0.389343018,0.603893967,
ILMN_1651987,C6orf129,-0.466266162,0.308767138,-0.05481641,-0.173763616,0.012908615,-0.303137512,-0.567698029,-0.355597145,0.738210086,-0.038153434,0.444075661,-0.509705314,0.074196009,0.087235793,-0.743280972,0.22318021,-0.025045876,-0.508406354,
ILMN_1652017,PPEF1,-0.046389971,0.505220049,-0.19543069,-0.526318813,-0.495105331,-0.387296917,-0.455449731,0.611110493,-0.135209536,-0.417290695,-0.336828097,0.362953985,-0.588798471,-0.337959036,-0.038780945,-0.420913704,0.463129559,-0.115036677,
ILMN_1652024,CSNK1G3,0.660046827,0.633377539,-0.734880498,-0.771364578,-0.674209603,-0.759705097,-0.34835141,0.6686746,-0.094324197,-0.682765304,-0.159179577,0.539484594,-0.633788155,-0.215680935,0.267993257,-0.532374177,0.875858464,-0.484887535,
ILMN_1652072,MGC42105,0.527834975,-0.034666486,-0.367145064,-0.078500142,-0.289544931,-0.248926848,0.182386152,0.303579716,-0.156585774,-0.004309378,-0.008186513,0.16256893,-0.06419908,-0.242605964,0.321113631,0.084021288,0.26836197,-0.066806199,
ILMN_1652128,LMBRD1,0.310509659,0.57156979,-0.525655245,-0.617077612,-0.227054469,-0.693207826,-0.456083111,0.18468238,0.213647681,-0.496882766,0.120381784,0.091202131,-0.237469391,0.266694923,-0.137888558,-0.269810061,0.589072977,-0.713881013,
ILMN_1652163,DVL2,-0.207343379,-0.646514167,0.394999322,0.670481629,0.667107483,0.76186759,0.558253726,-0.458872846,-0.258231026,0.457072953,-0.094482148,-0.190936599,0.537073541,0.38243848,0.110115888,0.251109353,-0.643157649,0.501029621,
ILMN_1652207,COX4I1,0.103326755,0.391928288,-0.388721068,-0.373008891,-0.345799466,-0.268645736,-0.360119607,0.319523058,0.021936165,-0.184524674,-0.04229012,0.218469041,-0.370241716,-0.290882849,-0.050225971,-0.16554685,0.410107954,-0.251269897,
ILMN_1652223,HSPC049,0.528404081,0.54318914,-0.687140068,-0.524759017,-0.522982563,-0.420446037,-0.288349316,0.421941413,-0.061109082,-0.515128985,0.122103855,0.485255749,-0.508106612,-0.184970522,0.274493631,-0.369035125,0.699959403,-0.31706391,
ILMN_1652237,CBR3,-0.102473277,-0.479486054,0.0535633,0.309262305,0.395030951,0.263473963,0.303487186,-0.370320428,0.039995912,0.565049185,0.290368657,-0.390362815,0.508693912,0.112212181,-0.096646355,0.591419859,-0.455187397,0.121648264,
ILMN_1652244,POPDC3,0.813258975,0.20988452,-0.395161815,-0.310815643,-0.431256291,-0.217163728,0.191276438,0.582241171,-0.480287242,-0.551113074,-0.329284152,0.736114858,-0.477026573,-0.133261658,0.723335902,-0.603069807,0.61081126,0.014392038,
ILMN_1652280,FBXO32,0.160675495,0.698130547,-0.477139497,-0.612427021,-0.404272387,-0.660153139,-0.57620312,0.338450374,0.204690246,-0.648361596,0.052587261,0.213143904,-0.455872183,0.086934025,-0.126892339,-0.366611982,0.623087775,-0.55325293,
ILMN_1652309,TTC8,-0.174177503,-0.665584818,0.562203062,0.700349475,0.397773156,0.726139815,0.61406888,-0.214875918,-0.362639995,0.456408067,-0.26117957,-0.085150966,0.358286508,-0.04375072,0.269198201,0.229574562,-0.610689101,0.696514899,
ILMN_1652313,LOC200312,0.248596122,0.320812739,-0.370988879,-0.259373698,-0.557487338,-0.075634259,-0.11288815,0.598415609,-0.384825097,-0.292174653,-0.39377022,0.578303924,-0.5971332,-0.505800158,0.358687427,-0.390302435,0.435241974,0.194105709,
ILMN_1652333,FN3KRP,-0.12750951,0.436440094,-0.077954046,-0.201886895,-0.213743812,-0.265240429,-0.473150352,0.038582801,0.235574256,-0.187313894,-0.039847801,-0.032856235,-0.234569537,-0.050068316,-0.281675315,-0.16102551,0.27871188,-0.34068879,
ILMN_1652357,PDHX,0.315637742,0.866804363,-0.556729142,-0.823033745,-0.767664366,-0.79743759,-0.663357771,0.560935598,0.195908203,-0.708597404,-0.050811154,0.421205782,-0.747211364,-0.359040243,-0.00842844,-0.493109524,0.86550479,-0.562067982,
ILMN_1652371,KIAA1324L,0.294643467,0.440809198,-0.392693764,-0.527283423,0.022393533,-0.498968735,-0.301305857,0.109521917,0.048276439,-0.562772476,0.056693659,0.173590494,-0.155399874,0.572516397,-0.064074183,-0.455850514,0.473172193,-0.590178223,
ILMN_1652379,SUCLG2,-0.574449422,-0.638661207,0.532087764,0.642261997,0.721524992,0.539026532,0.279835339,-0.734092947,0.200683495,0.912756844,0.144960962,-0.743648618,0.794273094,0.248753883,-0.424123715,0.757446575,-0.832907434,0.196939027,
ILMN_1652394,RAB2,-0.115015113,0.882346908,-0.250115715,-0.701349919,-0.609595313,-0.664584148,-0.833398941,0.435370117,0.3182454,-0.654637576,-0.01627825,0.229878839,-0.694890812,-0.292793753,-0.290246366,-0.459047802,0.665416023,-0.5124078,
ILMN_1652407,PRKCBP1,0.763640474,0.111277016,-0.527640347,-0.305915978,-0.330801352,-0.317193847,0.212701521,0.388367833,-0.311102068,-0.353528296,-0.099611958,0.458207585,-0.249434799,-0.032064304,0.516791482,-0.383419878,0.47330236,-0.104255832,
ILMN_1652409,SPATA7,0.150097034,0.625859473,-0.231382649,-0.50195734,-0.516665783,-0.353256583,-0.482815334,0.494361384,-0.069570525,-0.611486387,-0.185026317,0.456892448,-0.654106451,-0.29761336,0.06544882,-0.525591922,0.625876586,-0.256679107,
ILMN_1652434,MTHFD2L,0.39463116,-0.577946987,0.054983336,0.354884176,0.384340268,0.273201667,0.683847313,-0.276977831,-0.183507784,0.241475745,0.031474017,-0.057291123,0.473749569,0.334517732,0.377504689,0.144334609,-0.296342772,0.199680979,
ILMN_1652464,LOC112714,0.15521727,0.188331977,-0.177588566,-0.31847786,-0.289431468,-0.362647941,-0.149124239,0.46593184,-0.179700211,-0.236658134,-0.259844445,0.19987107,-0.286368744,-0.186346408,0.073383021,-0.15490869,0.299979129,-0.109693342,
ILMN_1652465,SLC26A4,0.331990168,0.255009329,-0.291249643,-0.198292674,-0.58182449,-0.222929409,-0.098684529,0.581705299,-0.210252035,-0.249093302,-0.21832545,0.400702639,-0.485241555,-0.56148887,0.301588041,-0.217389676,0.441456532,0.050831836,
ILMN_1652486,THAP7,0.198821356,-0.145589934,-0.096123031,0.097676957,-0.149966423,0.364973305,0.359724438,0.430319516,-0.634334782,-0.064103119,-0.542336641,0.587901814,-0.292672251,-0.275574396,0.586885166,-0.34287604,0.039896187,0.612687115,
ILMN_1652505,APEX2,0.537363009,0.078515184,-0.571442881,-0.225520071,-0.231594187,-0.259611756,0.069877427,0.108832246,-0.11426474,-0.028778429,0.346730756,0.150055122,-0.032790029,-0.043484849,0.271745581,0.109605318,0.301814437,-0.167489001,
ILMN_1652512,C21orf25,0.385070508,-0.673189751,0.125064175,0.571444655,0.234750967,0.530708597,0.779924624,-0.218167524,-0.342048311,0.427218655,0.062242117,0.013738551,0.41061038,-0.008909401,0.54645435,0.306244203,-0.364742363,0.514995076,
ILMN_1652521,MTMR9,0.725681189,0.471760669,-0.680265056,-0.62967691,-0.60683037,-0.642088833,-0.154253502,0.669502515,-0.228157786,-0.643513957,-0.110965436,0.577714979,-0.56147876,-0.154619254,0.395432184,-0.528829933,0.779060065,-0.334434984,
ILMN_1652525,C9orf28,-0.456150377,-0.631187178,0.567522305,0.547187072,0.905210713,0.515001741,0.367283733,-0.668636879,0.072359421,0.521302926,0.083131944,-0.579392625,0.782818668,0.729032062,-0.321076566,0.391188017,-0.767444518,0.158643997,
ILMN_1652540,C5orf16,0.287739395,0.627703034,-0.343949595,-0.553602784,-0.643877388,-0.281939381,-0.305346592,0.746853899,-0.342499647,-0.749104162,-0.431700547,0.8376457,-0.861707286,-0.364967192,0.417395097,-0.830929816,0.696975878,0.044718229,
ILMN_1652549,DTNA,0.026057808,-0.245771949,-0.226633273,0.125131522,0.187961656,-0.156437999,0.072461273,-0.426585995,0.379813838,0.396566498,0.718097068,-0.549577079,0.510282071,0.174296331,-0.26884673,0.712033215,-0.237424577,-0.261442081,
ILMN_1652594,ACTR5,0.10089994,0.077073967,-0.028514738,0.055725355,0.034857378,0.124208692,-0.002808595,-0.097134782,0.044789989,-0.11182096,-0.135163206,0.097400783,-0.062164557,0.046172872,0.067671718,-0.176452091,0.094809267,-0.065439965,
ILMN_1652631,C9orf19,-0.377717272,-0.361763388,0.28926991,0.280990634,0.803590578,0.230888485,0.118947778,-0.571168579,0.110509805,0.3210429,0.288491787,-0.529421935,0.652941182,0.821260602,-0.396879986,0.354428198,-0.527386678,-0.11963287,
ILMN_1652677,FAM89A,-0.632015626,-0.524618433,0.705583707,0.516262178,0.651343958,0.535491297,0.207188707,-0.715632133,0.322208272,0.672007809,0.246828915,-0.6576227,0.658258903,0.231856452,-0.433195614,0.603076299,-0.782389492,0.212224196,
ILMN_1652719,TMCO5,-0.519318742,-0.466173348,0.955328256,0.546512636,0.506677435,0.500590716,0.222074945,-0.448299137,0.080218318,0.415297062,-0.057918931,-0.437057968,0.436150411,0.14201567,-0.237468588,0.316809378,-0.633047784,0.283777589,
ILMN_1652722,C14orf2,0.346459873,0.860441083,-0.520662832,-0.778494175,-0.814909474,-0.703643807,-0.64713015,0.635209339,0.195362996,-0.74818813,-0.075441471,0.505257322,-0.82342471,-0.474131273,0.058219388,-0.577078437,0.891997115,-0.479516135,
ILMN_1652749,ERF,-0.543461033,-0.378985168,0.469183131,0.414662177,0.427875231,0.342478615,0.139772021,-0.251696256,-0.139712759,0.315884685,-0.122243242,-0.344121112,0.346439567,0.266461472,-0.277977708,0.255374926,-0.55067682,0.284132025,
ILMN_1652753,WDR71,-0.425819089,0.005656723,0.34530976,0.113050568,0.384999655,0.275004213,-0.098584492,-0.186845617,0.018916297,0.065320084,-0.381757414,-0.086454948,0.080788205,0.275765221,-0.255677083,-0.193465665,-0.211105632,0.026793599,
ILMN_1652754,C19orf37,-0.427702398,0.233618485,0.047935781,0.023488045,-0.250893017,-0.045817975,-0.347985557,-7.60E-05,0.2671822,-0.012047477,-0.162770304,-0.117534703,-0.214792579,-0.318674725,-0.352571192,-0.003639458,-0.024070576,0.022719562,
ILMN_1652762,HIC2,0.075381432,-0.664217828,0.20260437,0.711533773,0.191409252,0.753077814,0.736947551,-0.119115869,-0.444013632,0.394010656,-0.246210409,0.093078538,0.265577129,-0.134597156,0.490140783,0.190672108,-0.486760343,0.822000759,
ILMN_1652797,LOC400451,0.435654228,0.492517067,-0.394004242,-0.570598288,-0.582052477,-0.3070997,-0.183735588,0.742068447,-0.43862327,-0.683437416,-0.309470116,0.780206689,-0.738109583,-0.272144244,0.45773668,-0.738034386,0.67283991,0.025830609,
ILMN_1652806,ATP5J,0.122616595,0.846399331,-0.474944533,-0.653434818,-0.601835134,-0.51445417,-0.679215004,0.428402189,0.228844763,-0.623787354,-0.100971483,0.404800892,-0.71707473,-0.321855837,-0.074420614,-0.575028409,0.738777285,-0.456812963,
ILMN_1652907,CDC5L,0.415584143,0.463629462,-0.477891386,-0.526821473,-0.232388733,-0.631477612,-0.327702599,0.263042045,0.128208489,-0.459454538,0.022770818,0.117862654,-0.234065965,0.143338867,-0.030624361,-0.239780771,0.569744716,-0.631825837,
ILMN_1652938,PRRG3,0.08477437,-0.627676734,0.148337804,0.616724758,0.192085885,0.677085841,0.666037163,-0.042752526,-0.436344801,0.406621724,-0.250429518,0.076690505,0.24119624,-0.187453745,0.420009294,0.182057093,-0.428758933,0.726119462,
ILMN_1652989,NUP160,-0.043364977,-0.197619175,0.063177997,0.199596636,0.40369254,-0.082659167,0.01619972,-0.491022986,0.274144665,0.349751153,0.393180308,-0.554113681,0.538276033,0.41220594,-0.331622207,0.486247187,-0.241924239,-0.358815207,
ILMN_1653001,CABLES1,-0.596934446,-0.499153261,0.72848491,0.593612057,0.441258589,0.594843047,0.273081395,-0.532327236,0.121896874,0.714069489,-0.130340031,-0.441673481,0.456518551,-0.095909063,-0.245243878,0.393449248,-0.717444007,0.419694216,
ILMN_1653028,COL4A1,-0.49125708,-0.468795237,0.441432675,0.532482574,0.386289039,0.408617381,0.135547821,-0.503980696,0.272850926,0.635785297,0.272524717,-0.652074303,0.54098175,-0.056852063,-0.379958316,0.830733562,-0.630497646,0.180919582,
ILMN_1653115,ECH1,-0.47225359,-0.555015258,0.39088556,0.625779095,0.540815892,0.61625919,0.289806748,-0.731070211,0.240436745,0.800955447,0.278888194,-0.601597179,0.651672213,0.100676534,-0.306650365,0.66631844,-0.742796378,0.294059682,
ILMN_1653125,PER1,-0.467441751,-0.609495267,0.840624533,0.703471327,0.529476036,0.658054291,0.419795529,-0.432399546,-0.062482068,0.541474436,-0.189765352,-0.338600829,0.466708741,0.09598698,-0.06556365,0.314523516,-0.723556032,0.521162671,
ILMN_1653129,CSTF2,-0.258862412,-0.48600705,0.203843892,0.5076338,0.335442134,0.657073041,0.392581222,-0.244670495,-0.177414494,0.397623629,-0.084526612,-0.103476853,0.289965213,-0.014489831,0.074499764,0.266570915,-0.50634739,0.546292434,
ILMN_1653133,SH3D19,0.230593037,0.054651381,-0.14628665,-0.234683633,0.360638978,-0.260418478,0.028675791,-0.134157772,-0.035457369,-0.193190466,0.055146408,-0.011538694,0.21147358,0.751200716,-0.011459222,-0.231482517,0.115806034,-0.407364917,
ILMN_1653161,SNCG,0.210083471,0.615446826,-0.241291673,-0.458257792,-0.692394355,-0.330139983,-0.432582031,0.564971328,-0.108216063,-0.510179701,-0.334225213,0.529085055,-0.736318347,-0.552224725,0.18342642,-0.501675674,0.64092604,-0.109926694,
ILMN_1653165,AAMP,-0.187428205,0.39854618,-0.146240637,-0.14066647,-0.439106529,-0.194400298,-0.400519297,0.123248348,0.209103999,-0.276649866,-0.072646071,0.071287278,-0.377841413,-0.320079805,-0.193821345,-0.16712397,0.228825065,-0.078263537,
ILMN_1653200,SLC22A17,0.520595424,0.672380905,-0.453278612,-0.681735007,-0.742059513,-0.55317021,-0.354450237,0.691913485,-0.189011529,-0.76969326,-0.16881957,0.718461869,-0.788957689,-0.345881157,0.382640064,-0.678404847,0.841496201,-0.235787089,
ILMN_1653203,EFEMP2,-0.719072282,-0.506825924,0.539418159,0.595974813,0.599420034,0.627073371,0.173773581,-0.727545076,0.28588903,0.826805014,0.190932352,-0.638749874,0.627242173,0.080781817,-0.450114288,0.642358669,-0.809275805,0.296063177,
ILMN_1653220,PITPNM1,0.054260978,0.548603843,-0.190180688,-0.416198184,-0.61572327,-0.25383439,-0.375518664,0.413275464,0.128444039,-0.555471008,-0.06562588,0.455094017,-0.657082589,-0.441991209,0.092625914,-0.54687234,0.487882271,-0.0236469,
ILMN_1653263,KIAA1893,0.221137818,-0.028652416,-0.014776937,-0.024968325,-0.494693675,0.03467379,0.18933612,0.558698552,-0.374214316,-0.209034155,-0.284615662,0.463361458,-0.420825243,-0.558908652,0.44061868,-0.258858584,0.168122514,0.462495885,
ILMN_1653267,GPR26,-0.065466161,0.601309061,-0.3475303,-0.54634092,-0.595182361,-0.563504161,-0.612243469,0.353206206,0.272696601,-0.468528157,0.166625984,0.096842626,-0.512119842,-0.351442477,-0.286169619,-0.190109849,0.475213547,-0.359513664,
