Probe ID,Gene Symbol,kMEblack,kMEblue,kMEbrown,kMEcyan,kMEgreen,kMEgreenyellow,kMEgrey60,kMElightcyan,kMElightgreen,kMEmagenta,kMEmidnightblue,kMEpink,kMEpurple,kMEred,kMEsalmon,kMEtan,kMEturquoise,kMEyellow,
ILMN_1664679,IGSF4D,-0.000835679,0.416627347,-0.159334194,-0.521489355,-0.283903402,-0.515345364,-0.363192845,0.306595911,-0.066680436,-0.347978755,-0.20292212,0.168773884,-0.339411264,-0.026971668,-0.111155098,-0.339062341,0.357566798,-0.307784837,
ILMN_1664698,UNC119,-0.212519062,-0.400559215,0.509717431,0.509936436,0.199847602,0.490801013,0.34269016,-0.339859099,0.056915328,0.315562961,-0.050931126,-0.179907758,0.240787798,-0.113055261,0.036092526,0.139866833,-0.449016103,0.411118017,
ILMN_1664718,CYP51A1,-0.159722458,-0.485430389,0.447397752,0.387655066,0.483139039,0.281500134,0.31675562,-0.128657459,-0.312543748,0.340306442,-0.230046092,-0.233681711,0.393472889,0.293156857,-0.026530073,0.206512818,-0.41863179,0.183808657,
ILMN_1664750,TMBIM4,-0.604745736,-0.164102972,0.189544121,0.259898823,0.511119453,0.071501038,-0.203318676,-0.790092688,0.658497935,0.541487683,0.648549745,-0.840850585,0.621578474,0.358293185,-0.74680203,0.674433689,-0.519593412,-0.312964694,
ILMN_1664756,KPNA4,0.513729408,0.32656526,-0.531192214,-0.470352646,-0.50252539,-0.635846169,-0.21973274,0.488132797,-0.047220803,-0.341592031,0.091147698,0.21368802,-0.32414541,-0.230509876,0.117348912,-0.119062227,0.565774914,-0.39904624,
ILMN_1664761,HSPC196,0.00861429,-0.079614926,-0.259097177,0.051743849,0.171278764,0.138059744,0.033332411,-0.186773822,0.085060004,0.100503266,0.383986259,-0.103407697,0.157357053,0.149402344,-0.052535777,0.182265301,-0.088692293,-0.015695861,
ILMN_1664776,KIAA0143,0.669560042,0.626723171,-0.647733535,-0.693383134,-0.610684489,-0.645984252,-0.273934013,0.641006514,-0.197325903,-0.724398875,-0.084524127,0.654896662,-0.644236279,-0.125310106,0.402950188,-0.654798099,0.851225111,-0.376778289,
ILMN_1664798,GRHPR,-0.387386622,0.273034559,0.326933671,-0.104983903,0.318205676,-0.180210147,-0.4432141,-0.333769446,0.402242452,-0.189844082,0.194585635,-0.306532046,0.117871233,0.535604235,-0.505966915,-0.115079839,-0.019613414,-0.466470243,
ILMN_1664802,WSB1,-0.30406264,-0.407142544,0.436380066,0.554458522,0.624541964,0.569988211,0.272979854,-0.358839058,-0.17614224,0.250859009,-0.104320134,-0.215982532,0.409926936,0.48740909,-0.053488357,0.155983242,-0.493661339,0.288249816,
ILMN_1664826,FBXO33,0.68826409,0.568875748,-0.549168974,-0.655470456,-0.622310533,-0.620995426,-0.205850932,0.723354567,-0.309088332,-0.730771666,-0.230946176,0.716547665,-0.67003512,-0.172017921,0.49808173,-0.638614906,0.835099306,-0.287217741,
ILMN_1664833,MRPL50,0.16803866,0.570959345,-0.336234187,-0.555570694,-0.2669745,-0.706675748,-0.558559729,0.029950094,0.506936147,-0.370229199,0.380356267,-0.079022006,-0.205059359,0.065592508,-0.287826865,-0.101525511,0.499093787,-0.757449003,
ILMN_1664855,PPP1R14C,0.432605137,0.737357819,-0.537799693,-0.811485182,-0.732631689,-0.726932942,-0.498709873,0.813201943,-0.114387195,-0.817492133,-0.181308287,0.626858867,-0.806471495,-0.298477499,0.191406582,-0.650153085,0.874905725,-0.38906577,
ILMN_1664861,ID1,-0.164344034,-0.292554219,0.08143233,0.126054247,0.366479752,0.08666947,0.162901734,-0.395322239,0.126120197,0.41591571,0.464224242,-0.369221545,0.458931525,0.280293548,-0.164378216,0.494148508,-0.375213344,-0.007478615,
ILMN_1664912,IL11RA,-0.277972919,-0.692852021,0.460882022,0.688240854,0.821539607,0.715146354,0.514254941,-0.711468299,0.015343738,0.609938929,0.105627918,-0.458651302,0.748860524,0.538678643,-0.120602985,0.398400511,-0.743914098,0.294843446,
ILMN_1664920,C19orf12,0.162465116,-0.616513427,0.157311037,0.522672625,0.067148712,0.564045043,0.707309632,0.06316855,-0.486606194,0.403567312,-0.298547125,0.137243102,0.190461794,-0.2729916,0.512550943,0.177411722,-0.375828061,0.74041619,
ILMN_1664921,PPP6C,0.1126858,0.519542428,-0.252467697,-0.519248781,-0.383589717,-0.588823068,-0.517457602,0.249467965,0.236820307,-0.455059957,0.313374861,0.054597616,-0.341542791,-0.129919356,-0.173942905,-0.066731921,0.485256459,-0.522341471,
ILMN_1664922,FLNB,-0.314368762,-0.750815377,0.530172048,0.771040619,0.858375508,0.627296993,0.498771392,-0.697268578,0.036447427,0.644207963,0.109377946,-0.586720622,0.832158718,0.577996599,-0.179334299,0.539168685,-0.791086144,0.248125553,
ILMN_1664931,GTF2E2,0.475903238,0.088967759,-0.508529626,-0.195924215,-0.37013772,-0.331740933,0.00597871,0.133047095,0.206865689,-0.080906677,0.292483662,0.026380559,-0.075585416,-0.274399042,0.130248846,0.172701428,0.310719434,-0.242825347,
ILMN_1664956,SSU72,0.520385277,-0.131796188,-0.079561514,0.07093451,-0.340144385,0.149842087,0.391272274,0.336935373,-0.433448796,0.014904154,-0.344036935,0.475394859,-0.23232834,-0.45646575,0.654776455,-0.174274281,0.183329982,0.370824338,
ILMN_1664960,KIAA0284,0.381360968,0.59256835,-0.461453859,-0.600423378,-0.801633406,-0.389487691,-0.302619584,0.769129539,-0.212796676,-0.647270835,-0.321529908,0.741954565,-0.849272665,-0.568135235,0.353694385,-0.718387382,0.732780724,-0.016962616,
ILMN_1664994,MINPP1,0.715737838,0.204178085,-0.599020389,-0.33872037,-0.371905802,-0.497792971,0.014641176,0.426208011,-0.221713857,-0.329805961,-0.017453444,0.310499038,-0.228869154,-0.048447082,0.370159553,-0.170950988,0.543732925,-0.305890505,
ILMN_1665004,CASC3,-0.137046935,-0.569405394,0.231322293,0.487521751,0.634455446,0.451475208,0.488935805,-0.582664477,0.004353469,0.506239108,0.020555714,-0.35990821,0.645839278,0.465266743,-0.040145715,0.276286199,-0.585206151,0.224080454,
ILMN_1665049,KIAA1840,-0.139924783,-0.59082613,0.312919997,0.51346353,0.737648536,0.423209575,0.421420888,-0.677075719,0.065116332,0.565716147,0.364008348,-0.513940721,0.764377966,0.584449368,-0.128891808,0.530681944,-0.611449678,0.083472184,
ILMN_1665065,SERINC3,0.186090287,0.857444336,-0.447375474,-0.780142506,-0.715442027,-0.62317327,-0.672945279,0.743882878,-0.05919562,-0.81778546,-0.273118842,0.594668469,-0.881195294,-0.336910594,0.043027475,-0.710543462,0.839313683,-0.368179527,
ILMN_1665066,C4orf14,0.338114526,0.832242587,-0.623246209,-0.753546993,-0.650170041,-0.788086966,-0.691955034,0.425418993,0.34299144,-0.708367957,0.216534169,0.271645505,-0.616307994,-0.202087854,-0.12366846,-0.37939382,0.829664236,-0.689504167,
ILMN_1665095,NELF,-0.679780198,-0.390812356,0.599238107,0.519300196,0.255164485,0.56705087,0.155018865,-0.270453422,0.072436995,0.427109205,-0.103487455,-0.309668595,0.225453985,-0.18625295,-0.24735683,0.285892046,-0.634751591,0.551004888,
ILMN_1665107,ITGB1BP1,-0.00343178,0.088381884,0.089383815,-0.170698891,0.04250329,-0.131473684,-0.11737161,-0.103437674,0.167488834,0.029701666,0.003957329,-0.121582187,0.058789879,0.074533554,-0.151714374,0.041535078,0.062464729,-0.254109127,
ILMN_1665205,ZFP260,0.109034029,-0.467428516,0.085667504,0.233440634,0.553231565,0.163209852,0.441714561,-0.509339144,0.038135623,0.386363633,0.229917014,-0.304606561,0.60898422,0.531546833,0.023562006,0.275748268,-0.384369339,-0.015546554,
ILMN_1665207,C10orf85,-0.111198015,-0.389047227,0.088753939,0.24403443,0.312134257,0.13324196,0.270512707,-0.477674685,0.333556226,0.368436022,0.427666065,-0.449848045,0.508614859,0.222591539,-0.194474347,0.421473409,-0.418014543,0.02825451,
ILMN_1665212,RCD-8,0.080294542,-0.630838656,0.280263108,0.488017688,0.302766365,0.676594398,0.712214944,0.002554467,-0.498622206,0.2493689,-0.241816069,0.206336816,0.212184859,0.011576931,0.486753904,-0.011123835,-0.429232582,0.744053738,
ILMN_1665217,C3orf34,0.362163707,0.741239224,-0.549474707,-0.618317779,-0.803235491,-0.594928544,-0.492274428,0.528728667,0.083474134,-0.668109243,-0.085545085,0.49099117,-0.739883368,-0.443769577,0.143535176,-0.509111928,0.781421327,-0.338359971,
ILMN_1665257,RIMS2,0.092427482,-0.210950966,0.235127937,0.161404039,-0.011305179,0.364139249,0.368950669,0.24881325,-0.340680632,-0.015140799,-0.52493219,0.375360316,-0.141230146,-0.21218359,0.445499122,-0.26582914,-0.079349065,0.503682605,
ILMN_1665280,SPCS1,-0.064592845,0.852856193,-0.322370879,-0.656635902,-0.560582757,-0.553485261,-0.797943985,0.377107713,0.281821789,-0.5838549,0.047438708,0.255721458,-0.656296718,-0.293058909,-0.233031303,-0.356631786,0.65452444,-0.487194658,
ILMN_1665331,AMT,-0.356045131,-0.717099824,0.561662239,0.815134446,0.57988269,0.928624678,0.586571344,-0.517558152,-0.15422591,0.688944735,-0.121337771,-0.262285585,0.531536606,0.045807662,0.080007405,0.391549736,-0.776543953,0.68012793,
ILMN_1665357,EPS15,0.586579546,0.565921115,-0.463426691,-0.66790661,-0.531776711,-0.623906398,-0.269005967,0.683594911,-0.204381082,-0.707234735,-0.283437575,0.62431232,-0.623160625,-0.112880831,0.339545374,-0.671988768,0.799373393,-0.37096457,
ILMN_1665384,SH3BP5L,0.334210066,-0.244688624,-0.286942881,0.236261216,-0.248573989,0.118585048,0.379321675,0.100641501,-0.198890482,0.074706077,-0.004014397,0.143754514,-0.005454463,-0.27321677,0.358577683,0.090948102,-0.025449066,0.339053012,
ILMN_1665423,ZFP91,-0.086751878,-0.57609779,0.428548063,0.295966932,0.742524614,0.287029994,0.469733154,-0.45210834,-0.127274851,0.464799535,-0.011564089,-0.332579616,0.656148741,0.602768657,-0.027690171,0.256452265,-0.536024547,0.081232905,
ILMN_1665425,RPRM,-0.027659288,0.207455419,-0.275597061,-0.068764513,-0.217771517,-0.269519917,-0.243444726,0.105371678,0.26510044,-0.127202438,0.082853486,-0.113527091,-0.110143521,-0.10594676,-0.206328116,0.046559673,0.154730474,-0.18658593,
ILMN_1665437,CYP2E1,0.231649504,0.680495784,-0.385575827,-0.642659898,-0.665860147,-0.373848439,-0.407056504,0.724685807,-0.220111649,-0.740902145,-0.385077012,0.715497122,-0.835522393,-0.371828651,0.256015871,-0.720710681,0.716860187,-0.087328471,
ILMN_1665455,DCUN1D3,-0.023857423,-0.492482761,0.217035501,0.331094795,0.231600669,0.281571102,0.467712538,-0.023303462,-0.294907668,0.2495987,-0.289196306,-0.053306881,0.254089355,0.101761842,0.160727205,0.070450203,-0.369953075,0.404399508,
ILMN_1665483,KIAA0020,0.114672282,0.334006673,-0.472180082,-0.418282437,-0.416970828,-0.536459519,-0.406446587,0.245304841,0.219641413,-0.108865235,0.323108263,-0.100628336,-0.204779714,-0.318839902,-0.232290399,0.242404645,0.350956071,-0.423931427,
ILMN_1665492,SORCS1,0.301485745,-0.57815516,0.081006701,0.423448253,0.038420324,0.523173459,0.744941401,0.258807902,-0.66788701,0.195255196,-0.438321773,0.354017427,0.057084389,-0.21303202,0.652285496,-0.030252553,-0.24681074,0.759683869,
ILMN_1665510,ERRFI1,0.273511335,0.176273982,-0.103852986,-0.34264013,-0.155818827,-0.381430273,-0.010614891,0.316868908,-0.269821544,-0.310904693,-0.232717263,0.298421204,-0.21142927,0.112698419,0.226546639,-0.309481231,0.296968196,-0.154084276,
ILMN_1665526,TCEA2,0.151360049,-0.04196076,0.062444526,0.116112075,-0.318236089,0.429698752,0.287459506,0.390885626,-0.49674791,-0.086561594,-0.478545625,0.645207978,-0.427746191,-0.525037692,0.6017881,-0.424658215,0.0850269,0.675851408,
ILMN_1665538,SKP2,-0.008834,-0.89249118,0.421139602,0.707546852,0.669597774,0.618231592,0.80613113,-0.536583977,-0.222690471,0.680973233,0.099050756,-0.352060688,0.766337892,0.368866464,0.178323401,0.469266038,-0.744054635,0.467466075,
ILMN_1665547,CADPS,0.844752221,0.39575716,-0.604624537,-0.554157155,-0.584892504,-0.511245345,-0.025703233,0.773862247,-0.388624108,-0.634818794,-0.227116306,0.745444684,-0.593316165,-0.195439475,0.625882954,-0.582665326,0.793170527,-0.179424932,
ILMN_1665554,BRF2,0.780256354,0.434429907,-0.710185891,-0.598956185,-0.641028449,-0.588007262,-0.095844237,0.690367054,-0.334403214,-0.608805235,-0.082179491,0.641697895,-0.567807329,-0.204376776,0.501307014,-0.496374274,0.777187697,-0.238823993,
ILMN_1665557,USP15,0.80174007,0.332048526,-0.581623956,-0.518867954,-0.582595447,-0.590273263,-0.005564463,0.670749406,-0.366142536,-0.513907775,-0.203217871,0.573287265,-0.482695604,-0.227313396,0.506867106,-0.445815467,0.71378365,-0.236273607,
ILMN_1665686,FAM38B,-0.001733155,-0.435146462,0.186394962,0.291382835,0.764592535,0.266733237,0.359419632,-0.463663191,-0.052425439,0.18064064,0.076834236,-0.281122562,0.598447659,0.866901542,-0.066821226,0.10254224,-0.387204301,-0.069844778,
ILMN_1665696,EFNA4,-0.471547648,-0.593640973,0.482442325,0.61158665,0.47377267,0.647983481,0.415006925,-0.457707139,-0.055459593,0.611022631,-0.040938683,-0.316575333,0.466850175,0.045751699,-0.068353036,0.360706399,-0.723253753,0.55659975,
ILMN_1665717,EIF2S3,0.457302236,-0.102454412,-0.28967106,0.064338955,-0.058133531,-0.072732483,0.22118414,-0.097973924,0.08813975,0.017797335,0.237796916,-0.00829151,0.135344196,0.021699281,0.234854457,0.154872288,0.098479179,-0.085803895,
ILMN_1665730,ABCB10,0.200543795,0.6698984,-0.266802925,-0.596444273,-0.356097915,-0.464912297,-0.503610403,0.494070037,-0.036949569,-0.692335687,-0.142685584,0.447332551,-0.585134131,0.011076783,0.043861547,-0.596508897,0.660856516,-0.399887416,
ILMN_1665761,BCL11B,0.69735276,0.357845699,-0.541340056,-0.523407188,-0.471381486,-0.505527096,-0.043939778,0.575068303,-0.239393333,-0.43507134,-0.141327417,0.562341341,-0.437545521,-0.108911413,0.46561168,-0.516203526,0.660860646,-0.222307549,
ILMN_1665775,MOSC2,0.101781955,0.588703507,-0.351232397,-0.416342093,-0.688959828,-0.40461259,-0.487051988,0.499742986,0.055545891,-0.36693087,-0.162984172,0.323037993,-0.638183275,-0.609825963,0.006853436,-0.255714773,0.554116791,-0.177179579,
ILMN_1665797,CSE1L,0.470711027,0.69734357,-0.540107977,-0.767885076,-0.422895615,-0.726466895,-0.480131984,0.518238219,-0.028617417,-0.779961393,-0.05854169,0.459987622,-0.555679511,0.11817243,0.08938548,-0.622332946,0.82314355,-0.623132671,
ILMN_1665831,CLPTM1,-0.288039658,-0.43958051,0.395432492,0.551391199,0.108878585,0.642090104,0.384567241,-0.074120868,-0.359603254,0.366260264,-0.361706206,0.077174293,0.085596155,-0.235441457,0.186058708,0.047250938,-0.457346841,0.72920037,
ILMN_1665856,CA10,0.087206959,0.595206195,-0.278497553,-0.576490685,-0.673217692,-0.463930994,-0.46502549,0.717309463,-0.219985,-0.572338247,-0.225706772,0.494728392,-0.74092891,-0.44142514,0.100831129,-0.465250751,0.585976784,-0.082263377,
ILMN_1665865,IGFBP4,-0.089551692,-0.476652658,0.141605922,0.380901224,0.199450401,0.429078768,0.386715559,-0.166181204,-0.116795233,0.412727896,0.215496133,-0.16307533,0.312560239,-0.099261831,0.115331117,0.484647606,-0.429485918,0.429242115,
ILMN_1665871,ANGEL1,0.04406418,-0.405209837,0.182225574,0.372801079,0.471789725,0.389994819,0.40994402,-0.515325243,0.022702255,0.282272053,0.28509608,-0.200918586,0.485282232,0.398453649,0.099285368,0.229240912,-0.376065201,0.167328619,
ILMN_1665887,WDR61,-0.043713962,0.913374139,-0.345677684,-0.785181762,-0.522694436,-0.661974971,-0.840358491,0.436041048,0.225812055,-0.696609937,-0.04193835,0.312500395,-0.700128812,-0.151378813,-0.25633112,-0.562464109,0.721023518,-0.582475421,
ILMN_1665909,LASP1,-0.149279259,0.240353136,-0.182700991,-0.220707668,-0.390988076,-0.240786685,-0.335089421,0.186286973,0.222578217,-0.101553061,0.252752797,-0.075656011,-0.254224612,-0.399829885,-0.254502297,0.076686585,0.139621173,-0.080713325,
ILMN_1665916,HYAL2,-0.515009995,-0.451612953,0.876184598,0.520895645,0.536597386,0.463994457,0.203126275,-0.483645395,0.109091112,0.377282014,-0.017600595,-0.457764615,0.453266425,0.235610045,-0.29311307,0.283905809,-0.62597903,0.217820868,
ILMN_1665945,ACBD3,0.367965364,-0.220832365,-0.109475056,0.022075392,0.102812579,-0.261982202,0.207435716,-0.082134041,0.00171382,0.207202163,0.077562202,-0.232722763,0.312981353,0.124010199,0.034818178,0.268496442,-0.000988967,-0.276248256,
ILMN_1665964,GAB2,-0.493665101,-0.571869436,0.608836828,0.534593913,0.89203673,0.426651878,0.289002209,-0.708367048,0.159788262,0.54344949,0.092828365,-0.638962616,0.786998248,0.713084833,-0.375344874,0.431352145,-0.75161839,0.069583588,
ILMN_1665982,FTS,0.290523655,0.664573909,-0.315950607,-0.601043759,-0.52995704,-0.605879786,-0.534096129,0.45451084,0.165168138,-0.588390505,-0.162437712,0.298843855,-0.567063582,-0.240842702,-0.038799697,-0.486579063,0.708082363,-0.529776786,
ILMN_1665998,HS3ST4,0.09597193,0.133661378,0.070622839,-0.058436675,-0.090789412,-0.093596764,-0.071503026,0.28928213,-0.032145639,-0.216047565,-0.299368465,0.184147798,-0.196197784,-0.03628808,0.116345171,-0.254810818,0.198706334,-0.032717243,
ILMN_1666004,WASL,0.856832373,0.202531755,-0.56214279,-0.440833906,-0.448493501,-0.447940738,0.119002237,0.578991664,-0.349796158,-0.389439915,-0.151660515,0.5439371,-0.359159784,-0.181023574,0.569939367,-0.305034775,0.631237828,-0.2012737,
ILMN_1666007,TRAPPC6B,0.58030727,0.67249288,-0.621270411,-0.738346822,-0.687178608,-0.732433578,-0.424342102,0.75495603,-0.139418657,-0.74227514,-0.141323846,0.575442816,-0.707377823,-0.252629953,0.239979707,-0.575736172,0.8891624,-0.455823018,
ILMN_1666049,NUP214,-0.11506513,-0.707832288,0.34644682,0.566274943,0.668959091,0.529710831,0.577827589,-0.534823647,-0.165540251,0.5095347,0.35612856,-0.362891601,0.693794117,0.489631834,0.034326654,0.46475132,-0.664954183,0.340188261,
ILMN_1666050,C7orf21,-0.59176015,-0.608497059,0.587933585,0.755196502,0.470852188,0.727289581,0.365930229,-0.574956017,0.071560645,0.599497701,0.099920752,-0.441902134,0.509264126,0.040530118,-0.198880039,0.483870961,-0.807523868,0.573001308,
ILMN_1666057,REEP2,0.186281575,0.436218874,-0.170990742,-0.268762842,-0.618574693,-0.136457482,-0.18062539,0.704516133,-0.348905053,-0.59383649,-0.571874603,0.698521084,-0.769696495,-0.499831113,0.376366405,-0.714978752,0.511097145,0.213847143,
ILMN_1666076,ARHGEF4,0.006008587,0.197951183,0.06914956,-0.156911628,-0.320302238,0.140516354,-0.0368251,0.532473774,-0.447393782,-0.340839321,-0.443632908,0.61997405,-0.548222982,-0.324553009,0.347623767,-0.558238642,0.230069591,0.402325306,
ILMN_1666090,TMEM10,-0.243041418,-0.184851372,0.309553352,0.114673357,0.700966279,0.101852762,0.072382484,-0.33982891,-0.030554961,0.07501429,-0.061492483,-0.247239829,0.430618879,0.84765399,-0.219201858,-0.043577753,-0.300570541,-0.160987413,
ILMN_1666096,ACSL3,0.41931878,0.794556382,-0.585108946,-0.775526911,-0.595516855,-0.717517798,-0.517233569,0.495454802,0.055947079,-0.757209113,-0.038466226,0.508587359,-0.660294992,-0.086134674,0.135265316,-0.643428132,0.836942547,-0.527380126,
ILMN_1666178,TP53I13,-0.603875378,-0.672391231,0.823659612,0.760348534,0.67324496,0.707702346,0.379274703,-0.697332187,0.149699072,0.759473553,0.076342582,-0.60618735,0.691660773,0.172453626,-0.265861728,0.608455502,-0.877254373,0.424059892,
ILMN_1666192,DCTN5,0.278732044,-0.296224552,0.061645607,-0.049254038,0.31345704,-0.030472313,0.35202736,-0.132418421,-0.183462467,0.138823235,0.094580873,0.003504812,0.306538122,0.376984337,0.177835275,-0.018922363,-0.108901489,-0.056464724,
ILMN_1666206,GSDML,0.104414646,-0.782063975,0.291767341,0.791968644,0.295027137,0.791296113,0.806005378,-0.279324676,-0.31879144,0.543177801,-0.120755425,-0.051064234,0.42207248,-0.131986983,0.430419554,0.34152629,-0.573991488,0.745175935,
ILMN_1666208,C14orf106,0.275692117,-0.588850509,0.09033927,0.476319861,0.204975818,0.555623008,0.704828677,-0.164461502,-0.303533026,0.376788267,0.081739228,0.092119333,0.305619693,-0.101020158,0.507229715,0.246309515,-0.353750019,0.558868845,
ILMN_1666221,ANKRD19,0.088887323,-0.551430011,0.18566834,0.606508245,0.066323638,0.71365882,0.640219964,0.050981015,-0.497775139,0.29488539,-0.324631625,0.192659371,0.111431721,-0.271382018,0.501623863,0.118264898,-0.362971345,0.811568718,
ILMN_1666222,PHACTR3,-0.380817804,-0.634306585,0.401474142,0.554928314,0.645669136,0.397373238,0.384172403,-0.641264993,0.195288874,0.748225506,0.117359329,-0.660427179,0.764908265,0.32900833,-0.320366163,0.590579127,-0.740473241,0.172900263,
ILMN_1666269,CTSZ,0.069843796,-0.023172782,-0.192013374,-0.070582444,-0.023117448,-0.164866119,-0.105695641,-0.235199391,0.37656296,0.11332616,0.720314158,-0.312037119,0.196346602,-0.033888512,-0.195725962,0.443864052,-0.008143101,-0.28967609,
ILMN_1666280,COX11,0.297649985,0.827176402,-0.562976925,-0.770052387,-0.688062669,-0.747965872,-0.649787925,0.382878182,0.340936246,-0.618462595,0.091686026,0.306782435,-0.633199758,-0.312704008,-0.081505065,-0.44719402,0.798495091,-0.617106303,
ILMN_1666305,CDKN3,0.049361394,0.823282647,-0.324305308,-0.67927912,-0.586636878,-0.558388264,-0.715672914,0.453290083,0.165796745,-0.668995424,-0.006309129,0.374835024,-0.71799068,-0.300497436,-0.110816459,-0.493109895,0.702216247,-0.445063823,
ILMN_1666306,LOC402055,0.23936959,0.549991179,-0.484633863,-0.569638276,-0.632851747,-0.515388268,-0.436158089,0.56348149,0.040190227,-0.479817317,-0.054500943,0.346078566,-0.610498761,-0.448261174,0.021801005,-0.363874402,0.608534249,-0.285414632,
ILMN_1666364,COQ10A,-0.435780881,0.317801633,0.201926647,-0.161577009,-0.139556397,0.07319398,-0.377463623,0.068639474,0.133847333,-0.021801744,-0.337315133,0.076322792,-0.327056957,-0.348720527,-0.267456021,-0.257850288,0.051647711,0.015067542,
ILMN_1666372,ATP5H,0.121277897,0.895282769,-0.368309025,-0.806295549,-0.656310584,-0.666384993,-0.743543151,0.49537339,0.226183491,-0.698062004,-0.072420034,0.421015236,-0.759207117,-0.328150955,-0.089600401,-0.562000656,0.790572151,-0.520064597,
ILMN_1666385,CALM3,0.394601435,0.361550974,-0.54066256,-0.43599582,-0.498709576,-0.324047531,-0.187126828,0.542892047,-0.138570414,-0.378576406,-0.013662766,0.446782107,-0.470164026,-0.292606171,0.265720202,-0.292103461,0.52943148,-0.100142676,
ILMN_1666399,RING1,-0.475576227,-0.605840387,0.559008522,0.723265709,0.491397787,0.82787258,0.441618632,-0.467943356,-0.082892883,0.542568577,-0.014883928,-0.267678743,0.440421758,0.065896125,-0.029672528,0.324302537,-0.739300421,0.649506221,
ILMN_1666409,PSMB6,0.081667203,0.894713142,-0.444296326,-0.811281313,-0.554533894,-0.731357266,-0.805293663,0.387916767,0.368783354,-0.736585966,0.094535792,0.273103324,-0.659605942,-0.136700747,-0.250164616,-0.512746107,0.760314611,-0.668163625,
ILMN_1666444,LOC648293,0.143831294,0.447593196,-0.371676292,-0.44562161,-0.511180893,-0.333248969,-0.375696905,0.382881006,0.148231211,-0.369756748,0.028851563,0.249312983,-0.467015341,-0.406386596,0.040009072,-0.091930812,0.450685865,-0.176883202,
ILMN_1666445,CAMK2A,0.489537117,-0.075965656,-0.095558886,-0.080171543,-0.441984563,0.020393636,0.327829282,0.574305604,-0.502499197,-0.182370044,-0.298372768,0.56275365,-0.366404387,-0.472052745,0.651146787,-0.245026474,0.251139013,0.398045818,
ILMN_1666453,STK3,-0.200721162,-0.763463597,0.354431496,0.612493272,0.841013372,0.439232262,0.51036877,-0.736129022,0.112526341,0.740525413,0.313264664,-0.686531783,0.938016752,0.594063222,-0.204606723,0.754904451,-0.758312647,0.088922845,
ILMN_1666471,QP-C,0.027428602,0.905985072,-0.35977478,-0.759416156,-0.630298548,-0.654682143,-0.821615485,0.383954364,0.390487131,-0.655655138,0.074742254,0.28217861,-0.70256845,-0.32084386,-0.243816689,-0.455757156,0.740677776,-0.590059989,
ILMN_1666482,SP2,-0.096462366,0.361126454,-0.256098761,-0.329918335,-0.135901079,-0.317912841,-0.391035808,-0.011739449,0.165369489,-0.269177811,0.207247716,-0.033223667,-0.150120211,0.143788074,-0.294063914,-0.167090983,0.218575101,-0.328473936,
ILMN_1666502,FLJ10159,0.110649405,0.671380284,-0.325481469,-0.602750576,-0.641559926,-0.462674599,-0.452424625,0.489004172,0.082281862,-0.608380739,-0.210052079,0.498211358,-0.708864064,-0.367939135,0.06632136,-0.658597808,0.603380091,-0.179870752,
ILMN_1666503,DENND2A,-0.70597927,-0.585092761,0.625525102,0.603814826,0.730843247,0.558055195,0.221528144,-0.733624869,0.31570109,0.742759744,0.198172437,-0.746274726,0.745236111,0.318398196,-0.504715349,0.656999544,-0.861012979,0.224039795,
ILMN_1666512,SKIV2L,-0.11110937,-0.107574467,0.187850565,0.161756314,0.049444562,0.455026562,0.147792268,0.087485709,-0.2671152,0.022402442,-0.210456431,0.249235453,-0.12332572,-0.151697763,0.211273584,-0.127315525,-0.118164807,0.442210029,
ILMN_1666546,DUSP14,0.152436612,0.533939909,-0.34075884,-0.516111395,-0.662409539,-0.565670835,-0.45493434,0.604737581,0.013895245,-0.507930513,-0.135043856,0.297628486,-0.609631394,-0.442215137,-0.021467468,-0.337111174,0.564605812,-0.253592922,
ILMN_1666552,ZNF75A,-0.026728803,-0.233155435,0.324200493,0.179029084,0.149870621,0.185334485,0.174359721,0.040690916,-0.077887888,0.168148826,-0.251860887,-0.066771954,0.104206438,-0.076930309,0.056472065,0.065520278,-0.165495076,0.133495129,
ILMN_1666553,SLC25A19,0.14747456,0.25409448,-0.437307527,-0.168490305,-0.391935791,-0.18824915,-0.200614978,0.220706015,0.112739982,-0.190206629,0.33945671,0.146789728,-0.269680342,-0.299045343,0.055922158,0.040080862,0.289020402,-0.064464118,
ILMN_1666597,PIK4CB,0.138921641,-0.879295256,0.325920551,0.699548142,0.587417294,0.673770803,0.903545396,-0.35257526,-0.44324266,0.570591973,-0.055502372,-0.116442135,0.627156019,0.288480404,0.421126643,0.316298283,-0.651532055,0.616293805,
ILMN_1666625,KIF17,0.552568453,0.222063997,-0.359033536,-0.281009529,-0.416272951,-0.038733086,0.146598922,0.700284817,-0.673268184,-0.486389069,-0.518576361,0.844108258,-0.587974618,-0.210039304,0.702865652,-0.713459577,0.511539754,0.271483015,
ILMN_1666632,VPS52,-0.099670225,0.250693768,0.03258625,-0.198241245,0.083622709,0.002965998,-0.195384823,-0.132805847,0.102797998,-0.163514189,0.016377351,0.118308199,-0.099482118,0.209865715,-0.077672661,-0.336427907,0.104180755,-0.12418517,
ILMN_1666635,RPS14,-0.398550846,0.049978693,0.180315529,0.015037915,0.203650258,-0.073710123,-0.278974756,-0.575897189,0.833188739,0.291625019,0.485008411,-0.594574286,0.328786978,0.058111519,-0.567219275,0.446119746,-0.233752599,-0.353340127,
